,symbol,report_date,total_shares
0,ADANIENT,2025-09-30,1154180729
1,ADANIENT,2025-06-30,1154180729
2,ADANIENT,2025-03-31,1154180729
3,ADANIENT,2024-12-31,1154180729
4,ADANIENT,2024-09-30,1140001121
5,ADANIENT,2024-06-30,1140001121
6,ADANIENT,2024-03-31,1140001121
7,ADANIENT,2023-12-31,1140001121
8,ADANIENT,2023-09-30,1140001121
9,ADANIENT,2023-06-30,1140001121
10,ADANIENT,2023-03-31,1140001121
11,ADANIENT,2022-12-31,1140001121
12,ADANIENT,2022-09-30,1140001121
13,ADANIENT,2022-06-30,1140001121
14,ADANIENT,2022-05-12,1140001121
15,ADANIENT,2022-03-31,1099810083
16,ADANIENT,2021-12-31,1099810083
17,ADANIENT,2021-09-30,1099810083
18,ADANIENT,2021-06-30,1099810083
19,ADANIENT,2021-03-31,1099810083
20,ADANIENT,2020-12-31,1099810083
21,ADANIENT,2020-09-30,1099810083
22,ADANIENT,2020-06-30,1099810083
23,ADANIENT,2020-03-31,1099810083
24,ADANIENT,2019-12-31,1099810083
25,ADANIENT,2019-09-30,1099810083
26,ADANIENT,2019-06-30,1099810083
27,ADANIENT,2019-03-31,1099810083
28,ADANIENT,2018-12-31,1099810083
29,ADANIENT,2018-09-30,1099810083
30,ADANIENT,2018-06-30,1099810083
31,ADANIPORTS,2025-09-30,2160138945
32,ADANIPORTS,2025-06-30,2160138945
33,ADANIPORTS,2025-03-31,2160138945
34,ADANIPORTS,2024-12-31,2160138945
35,ADANIPORTS,2024-09-30,2160138945
36,ADANIPORTS,2024-06-30,2160138945
37,ADANIPORTS,2024-03-31,2160138945
38,ADANIPORTS,2023-12-31,2160138945
39,ADANIPORTS,2023-09-30,2160138945
40,ADANIPORTS,2023-06-30,2160138945
41,ADANIPORTS,2023-03-31,2160138945
42,ADANIPORTS,2022-12-31,2160138945
43,ADANIPORTS,2022-10-19,2160138945
44,ADANIPORTS,2022-09-30,2112373230
45,ADANIPORTS,2022-06-30,2112373230
46,ADANIPORTS,2022-03-31,2112373230
47,ADANIPORTS,2022-02-21,2112373230
48,ADANIPORTS,2021-12-31,2041751761
49,ADANIPORTS,2021-09-30,2041751761
50,ADANIPORTS,2021-06-30,2041751761
51,ADANIPORTS,2021-03-31,2031751761
52,ADANIPORTS,2020-12-31,2031751761
53,ADANIPORTS,2020-09-30,2031751761
54,ADANIPORTS,2020-03-31,2031751761
55,ADANIPORTS,2019-12-31,2031751761
56,ADANIPORTS,2019-09-30,2031751761
57,ADANIPORTS,2019-06-30,2070951761
58,ADANIPORTS,2019-03-31,2070951761
59,ADANIPORTS,2018-12-31,2070951761
60,ADANIPORTS,2018-09-30,2070951761
61,ADANIPORTS,2018-06-30,2070951761
62,ADANIPORTS,2018-03-31,2070951761
63,AMBUJACEM,2025-09-30,2471823478
64,AMBUJACEM,2025-06-30,2463123478
65,AMBUJACEM,2025-03-31,2463123478
66,AMBUJACEM,2024-12-31,2463123478
67,AMBUJACEM,2024-09-30,2463123478
68,AMBUJACEM,2024-06-30,2463123478
69,AMBUJACEM,2024-04-12,2463123478
70,AMBUJACEM,2024-03-31,2197675987
71,AMBUJACEM,2024-03-29,2197675987
72,AMBUJACEM,2023-12-31,1985645229
73,AMBUJACEM,2023-09-30,1985645229
74,AMBUJACEM,2023-06-30,1985645229
75,AMBUJACEM,2023-03-31,1985843229
76,AMBUJACEM,2022-12-31,1985645229
77,AMBUJACEM,2022-09-30,1985645229
78,AMBUJACEM,2022-06-30,1985645229
79,AMBUJACEM,2022-03-31,1985645229
80,AMBUJACEM,2021-12-31,1985645229
81,AMBUJACEM,2021-09-30,1985645229
82,AMBUJACEM,2021-06-30,1985645229
83,AMBUJACEM,2021-03-31,1985645229
84,AMBUJACEM,2020-12-31,1985645229
85,AMBUJACEM,2020-09-30,1985645229
86,AMBUJACEM,2020-06-30,1985645229
87,AMBUJACEM,2020-03-31,1985645229
88,AMBUJACEM,2019-12-31,1985645229
89,AMBUJACEM,2019-09-30,1985645229
90,AMBUJACEM,2019-06-30,1985645229
91,AMBUJACEM,2019-03-31,1985645229
92,AMBUJACEM,2018-12-31,1985645229
93,AMBUJACEM,2018-09-30,1985645229
94,AMBUJACEM,2018-06-30,1985645229
95,APOLLOHOSP,2025-09-30,143784657
96,APOLLOHOSP,2025-06-30,143784657
97,APOLLOHOSP,2025-03-31,143784657
98,APOLLOHOSP,2024-12-31,143784657
99,APOLLOHOSP,2024-09-30,143784657
100,APOLLOHOSP,2024-06-30,143784657
101,APOLLOHOSP,2024-03-31,143784657
102,APOLLOHOSP,2023-12-31,143784657
103,APOLLOHOSP,2023-09-30,143784657
104,APOLLOHOSP,2023-06-30,143784657
105,APOLLOHOSP,2023-03-31,143784657
106,APOLLOHOSP,2022-12-31,143784657
107,APOLLOHOSP,2022-09-30,143784657
108,APOLLOHOSP,2022-06-30,143784657
109,APOLLOHOSP,2022-03-31,143784657
110,APOLLOHOSP,2021-12-31,143784657
111,APOLLOHOSP,2021-09-30,143784657
112,APOLLOHOSP,2021-06-30,143784657
113,APOLLOHOSP,2021-03-31,143784657
114,APOLLOHOSP,2021-01-23,143784657
115,APOLLOHOSP,2020-12-31,139125159
116,APOLLOHOSP,2020-09-30,139125159
117,APOLLOHOSP,2020-06-30,139125159
118,APOLLOHOSP,2020-03-31,139125159
119,APOLLOHOSP,2019-12-31,139125159
120,APOLLOHOSP,2019-09-30,139125159
121,APOLLOHOSP,2019-06-30,139125159
122,APOLLOHOSP,2019-03-31,139125159
123,APOLLOHOSP,2018-12-31,139125159
124,APOLLOHOSP,2018-09-30,139125159
125,APOLLOHOSP,2018-06-30,139125159
126,ASIANPAINT,2025-09-30,959197790
127,ASIANPAINT,2025-06-30,959197790
128,ASIANPAINT,2025-03-31,959197790
129,ASIANPAINT,2024-12-31,959197790
130,ASIANPAINT,2024-09-30,959197790
131,ASIANPAINT,2024-06-30,959197790
132,ASIANPAINT,2024-03-31,959197790
133,ASIANPAINT,2023-12-31,959197790
134,ASIANPAINT,2023-09-30,959197790
135,ASIANPAINT,2023-06-30,959197790
136,ASIANPAINT,2023-03-31,959197790
137,ASIANPAINT,2022-12-31,959197790
138,ASIANPAINT,2022-09-30,959197790
139,ASIANPAINT,2022-06-30,959197790
140,ASIANPAINT,2022-03-31,959197790
141,ASIANPAINT,2021-12-31,959197790
142,ASIANPAINT,2021-09-30,959197790
143,ASIANPAINT,2021-06-30,959197790
144,ASIANPAINT,2021-03-31,959197790
145,ASIANPAINT,2020-12-31,959197790
146,ASIANPAINT,2020-09-30,959197790
147,ASIANPAINT,2020-06-30,959197790
148,ASIANPAINT,2020-03-31,959197790
149,ASIANPAINT,2019-12-31,959197790
150,ASIANPAINT,2019-09-30,959197790
151,ASIANPAINT,2019-06-30,959197790
152,ASIANPAINT,2019-03-31,959197790
153,ASIANPAINT,2018-12-31,959197790
154,ASIANPAINT,2018-09-30,959197790
155,ASIANPAINT,2018-06-30,959197790
156,ASIANPAINT,2018-03-31,959197790
157,AUROPHARMA,2025-09-30,580801623
158,AUROPHARMA,2025-06-30,580801623
159,AUROPHARMA,2025-03-31,580801623
160,AUROPHARMA,2024-12-31,580801623
161,AUROPHARMA,2024-09-30,580801623
162,AUROPHARMA,2024-06-30,585938609
163,AUROPHARMA,2024-03-31,585938609
164,AUROPHARMA,2023-12-31,585938609
165,AUROPHARMA,2023-09-30,585938609
166,AUROPHARMA,2023-06-30,585938609
167,AUROPHARMA,2023-03-31,585938609
168,AUROPHARMA,2022-12-31,585938609
169,AUROPHARMA,2022-09-30,585938609
170,AUROPHARMA,2022-06-30,585938609
171,AUROPHARMA,2022-03-31,585938609
172,AUROPHARMA,2021-12-31,585938609
173,AUROPHARMA,2021-09-30,585938609
174,AUROPHARMA,2021-06-30,585938609
175,AUROPHARMA,2021-03-31,585938609
176,AUROPHARMA,2020-12-31,585938609
177,AUROPHARMA,2020-09-30,585938609
178,AUROPHARMA,2020-06-30,585938609
179,AUROPHARMA,2020-03-31,585938609
180,AUROPHARMA,2019-12-31,585938609
181,AUROPHARMA,2019-09-30,585938609
182,AUROPHARMA,2019-06-30,585915609
183,AUROPHARMA,2019-03-31,585915609
184,AUROPHARMA,2018-12-31,585907609
185,AUROPHARMA,2018-09-30,585907609
186,AUROPHARMA,2018-06-30,585907609
187,AXISBANK,2025-09-30,3102879031
188,AXISBANK,2025-06-30,3101188425
189,AXISBANK,2025-03-31,3097369066
190,AXISBANK,2024-12-31,3095171531
191,AXISBANK,2024-09-30,3093254378
192,AXISBANK,2024-06-30,3090246466
193,AXISBANK,2024-03-31,3086570375
194,AXISBANK,2023-12-31,3084019057
195,AXISBANK,2023-09-30,3081760824
196,AXISBANK,2023-06-30,3079738904
197,AXISBANK,2023-03-31,3076852012
198,AXISBANK,2022-12-31,3074956918
199,AXISBANK,2022-09-30,3072321111
200,AXISBANK,2022-06-30,3071432148
201,AXISBANK,2022-03-31,3069747836
202,AXISBANK,2021-12-31,3067661758
203,AXISBANK,2021-09-30,3066645378
204,AXISBANK,2021-06-30,3065268517
205,AXISBANK,2021-03-31,3063748652
206,AXISBANK,2020-12-31,3061465082
207,AXISBANK,2020-09-30,3060161084
208,AXISBANK,2020-08-11,3060066034
209,AXISBANK,2020-06-30,2822022959
210,AXISBANK,2020-03-31,2821677934
211,AXISBANK,2019-12-31,2819752963
212,AXISBANK,2019-09-30,2819155633
213,AXISBANK,2019-09-26,2819004453
214,AXISBANK,2019-06-30,2619519511
215,AXISBANK,2019-03-31,2571644871
216,AXISBANK,2018-12-31,2569909771
217,AXISBANK,2018-09-30,2569115216
218,AXISBANK,2018-06-30,2567940686
219,BAJAJ,2025-09-30,279257608
220,BAJAJ,2025-06-30,279257608
221,BAJAJ,2025-03-31,279257608
222,BAJAJ,2024-12-31,279257608
223,BAJAJ,2024-09-30,279257608
224,BAJAJ,2024-06-30,279179756
225,BAJAJ,2024-03-31,279179756
226,BAJAJ,2023-12-31,283179756
227,BAJAJ,2023-09-30,282957358
228,BAJAJ,2023-06-30,282957358
229,BAJAJ,2023-03-31,282957358
230,BAJAJ,2022-12-31,282957358
231,BAJAJ,2022-09-30,283679761
232,BAJAJ,2022-06-30,289367020
233,BAJAJ,2021-12-31,289367020
234,BAJAJ,2021-09-30,289367020
235,BAJAJ,2021-06-30,289367020
236,BAJAJ,2021-03-31,289367020
237,BAJAJ,2020-12-31,289367020
238,BAJAJ,2020-09-30,289367020
239,BAJAJ,2020-06-30,289367020
240,BAJAJ,2020-03-31,289367020
241,BAJAJ,2019-12-31,289367020
242,BAJAJ,2019-09-30,289367020
243,BAJAJ,2019-06-30,289367020
244,BAJAJ,2019-03-31,289367020
245,BAJAJ,2018-12-31,289367020
246,BAJAJ,2018-09-30,289367020
247,BAJAJ,2018-06-30,289367020
248,BAJAJ,2018-03-31,289367020
249,BAJAJFINSV,2025-09-30,1597813220
250,BAJAJFINSV,2025-06-30,1597813220
251,BAJAJFINSV,2025-03-31,1596662097
252,BAJAJFINSV,2024-12-31,1596662097
253,BAJAJFINSV,2024-09-30,1596662097
254,BAJAJFINSV,2024-06-30,1596662097
255,BAJAJFINSV,2024-03-31,1595488813
256,BAJAJFINSV,2023-12-31,1595488813
257,BAJAJFINSV,2023-09-30,1595488813
258,BAJAJFINSV,2023-06-30,1592815460
259,BAJAJFINSV,2023-03-31,1592815460
260,BAJAJFINSV,2022-12-31,1592815460
261,BAJAJFINSV,2022-09-30,1592815460
262,BAJAJFINSV,2022-06-30,159137444
263,BAJAJFINSV,2022-03-31,159137444
264,BAJAJFINSV,2021-12-31,159137444
265,BAJAJFINSV,2021-09-30,159137444
266,BAJAJFINSV,2021-06-30,159137444
267,BAJAJFINSV,2021-03-31,159137444
268,BAJAJFINSV,2020-12-31,159137444
269,BAJAJFINSV,2020-09-30,159137444
270,BAJAJFINSV,2020-06-30,159137290
271,BAJAJFINSV,2020-03-31,159137290
272,BAJAJFINSV,2019-12-31,159137290
273,BAJAJFINSV,2019-09-30,159137290
274,BAJAJFINSV,2019-06-30,159136111
275,BAJAJFINSV,2019-03-31,159136111
276,BAJAJFINSV,2018-12-31,159136111
277,BAJAJFINSV,2018-09-30,159136111
278,BAJAJFINSV,2018-06-30,159135097
279,BAJFINANCE,2025-09-30,6222481865
280,BAJFINANCE,2025-06-30,6214286520
281,BAJFINANCE,2025-06-24,6214286520
282,BAJFINANCE,2025-03-31,621428652
283,BAJFINANCE,2024-12-31,618996470
284,BAJFINANCE,2024-09-30,618996320
285,BAJFINANCE,2024-06-30,618996320
286,BAJFINANCE,2024-03-31,618996320
287,BAJFINANCE,2023-12-31,618023077
288,BAJFINANCE,2023-11-09,618023077
289,BAJFINANCE,2023-09-30,605918538
290,BAJFINANCE,2023-06-30,605918538
291,BAJFINANCE,2023-03-31,605429233
292,BAJFINANCE,2022-12-31,605429233
293,BAJFINANCE,2022-09-30,605429233
294,BAJFINANCE,2022-06-30,605429233
295,BAJFINANCE,2022-03-31,605429233
296,BAJFINANCE,2021-12-31,603594345
297,BAJFINANCE,2021-06-30,603594345
298,BAJFINANCE,2021-03-31,602587339
299,BAJFINANCE,2020-12-31,602587339
300,BAJFINANCE,2020-09-30,602587339
301,BAJFINANCE,2020-03-31,601689069
302,BAJFINANCE,2019-12-31,601689069
303,BAJFINANCE,2019-11-07,601689069
304,BAJFINANCE,2019-09-30,579894198
305,BAJFINANCE,2019-06-30,579894198
306,BAJFINANCE,2019-03-31,577968388
307,BAJFINANCE,2018-12-31,577968388
308,BAJFINANCE,2018-09-30,577968388
309,BAJFINANCE,2018-06-30,577968388
310,BAJFINANCE,2018-03-31,577968388
311,BEL,2025-09-30,7309778829
312,BEL,2025-06-30,7309778829
313,BEL,2025-03-31,7309778829
314,BEL,2024-12-31,7309778829
315,BEL,2024-09-30,7309778829
316,BEL,2024-06-30,7309778829
317,BEL,2024-03-31,7309778829
318,BEL,2023-12-31,7309778829
319,BEL,2023-09-30,7309778829
320,BEL,2023-06-30,7309778829
321,BEL,2023-03-31,7309778829
322,BEL,2022-12-31,7309778829
323,BEL,2022-09-30,7309778829
324,BEL,2022-09-19,7309778829
325,BEL,2022-06-30,2436592943
326,BEL,2022-03-31,2436592943
327,BEL,2021-12-31,2436592943
328,BEL,2021-09-30,2436592943
329,BEL,2021-06-30,2436592943
330,BEL,2021-03-31,2436592943
331,BEL,2020-12-31,2436592943
332,BEL,2020-09-30,2436592943
333,BEL,2020-06-30,2436592943
334,BEL,2020-03-31,2436592943
335,BEL,2019-12-31,2436592943
336,BEL,2019-09-30,2436592943
337,BEL,2019-06-30,2436592943
338,BEL,2019-03-31,2436592943
339,BEL,2018-12-31,2436592943
340,BEL,2018-09-30,2436592943
341,BEL,2018-06-30,2436592943
342,BHARTIARTL,2025-09-30,6094392981
343,BHARTIARTL,2025-06-30,6094392981
344,BHARTIARTL,2025-03-31,6094392981
345,BHARTIARTL,2024-12-31,6088120683
346,BHARTIARTL,2024-09-30,6085442148
347,BHARTIARTL,2024-06-30,6083160811
348,BHARTIARTL,2024-03-31,6047374739
349,BHARTIARTL,2023-12-31,6017220484
350,BHARTIARTL,2023-09-30,5997632401
351,BHARTIARTL,2023-06-30,5973548138
352,BHARTIARTL,2023-03-31,5967422312
353,BHARTIARTL,2022-12-31,5956708229
354,BHARTIARTL,2022-09-30,5955519312
355,BHARTIARTL,2022-06-30,5884314930
356,BHARTIARTL,2021-12-31,5884314930
357,BHARTIARTL,2021-11-06,5884314930
358,BHARTIARTL,2021-09-30,5492027268
359,BHARTIARTL,2021-06-30,5492027268
360,BHARTIARTL,2021-03-31,5492027268
361,BHARTIARTL,2020-12-31,5455557355
362,BHARTIARTL,2020-09-30,5455557355
363,BHARTIARTL,2020-06-30,5455557355
364,BHARTIARTL,2020-03-31,5455557355
365,BHARTIARTL,2020-01-15,5455557355
366,BHARTIARTL,2019-12-31,5131961850
367,BHARTIARTL,2019-09-30,5131961850
368,BHARTIARTL,2019-06-30,5130991182
369,BHARTIARTL,2019-05-28,5130991182
370,BHARTIARTL,2019-03-31,3997400107
371,BHARTIARTL,2018-12-31,3997400107
372,BHARTIARTL,2018-09-30,3997400107
373,BHARTIARTL,2018-06-30,3997400107
374,BHARTIARTL,2018-03-31,3997400102
375,CIPLA,2025-09-30,807765695
376,CIPLA,2025-06-30,807794617
377,CIPLA,2025-03-31,807617120
378,CIPLA,2024-12-31,807614040
379,CIPLA,2024-09-30,807566979
380,CIPLA,2024-06-30,807517999
381,CIPLA,2024-03-31,807367062
382,CIPLA,2023-12-31,807350398
383,CIPLA,2023-09-30,807325429
384,CIPLA,2023-06-30,807224436
385,CIPLA,2023-03-31,807150593
386,CIPLA,2022-12-31,807139168
387,CIPLA,2022-09-30,807001603
388,CIPLA,2022-06-30,806907203
389,CIPLA,2022-03-31,806814036
390,CIPLA,2021-12-31,806790214
391,CIPLA,2021-09-30,806653624
392,CIPLA,2021-06-30,806596753
393,CIPLA,2021-03-31,806463279
394,CIPLA,2020-12-31,806455229
395,CIPLA,2020-09-30,806337456
396,CIPLA,2020-03-31,806235329
397,CIPLA,2019-12-31,806227596
398,CIPLA,2019-09-30,806077497
399,CIPLA,2019-06-30,805828425
400,CIPLA,2019-03-31,805701266
401,CIPLA,2018-12-31,805667509
402,CIPLA,2018-09-30,805227852
403,CIPLA,2018-06-30,805191188
404,CIPLA,2018-03-31,805119164
405,COALINDIA,2025-09-30,6162728327
406,COALINDIA,2025-06-30,6162728327
407,COALINDIA,2025-03-31,6162728327
408,COALINDIA,2024-12-31,6162728327
409,COALINDIA,2024-09-30,6162728327
410,COALINDIA,2024-06-30,6162728327
411,COALINDIA,2024-03-31,6162728327
412,COALINDIA,2023-12-31,6162728327
413,COALINDIA,2023-09-30,6162728327
414,COALINDIA,2023-06-30,6162728327
415,COALINDIA,2023-03-31,6162728327
416,COALINDIA,2022-12-31,6162728327
417,COALINDIA,2022-09-30,6162728327
418,COALINDIA,2022-06-30,6162728327
419,COALINDIA,2022-03-31,6162728327
420,COALINDIA,2021-12-31,6162728327
421,COALINDIA,2021-09-30,6162728327
422,COALINDIA,2021-06-30,6162728327
423,COALINDIA,2021-03-31,6162728327
424,COALINDIA,2020-12-31,6162728327
425,COALINDIA,2020-09-30,6162728327
426,COALINDIA,2020-06-30,6162728327
427,COALINDIA,2020-03-31,6162728327
428,COALINDIA,2019-12-31,6162728327
429,COALINDIA,2019-09-30,6162728327
430,COALINDIA,2019-06-30,6162728327
431,COALINDIA,2019-03-31,6162728327
432,COALINDIA,2018-12-31,6207409177
433,COALINDIA,2018-09-30,6207409177
434,COALINDIA,2018-06-30,6207409177
435,DIVISLAB,2025-09-30,265468580
436,DIVISLAB,2025-06-30,265468580
437,DIVISLAB,2025-03-31,265468580
438,DIVISLAB,2024-12-31,265468580
439,DIVISLAB,2024-09-30,265468580
440,DIVISLAB,2024-06-30,265468580
441,DIVISLAB,2024-03-31,265468580
442,DIVISLAB,2023-12-31,265468580
443,DIVISLAB,2023-09-30,265468580
444,DIVISLAB,2023-06-30,265468580
445,DIVISLAB,2023-03-31,265468580
446,DIVISLAB,2022-12-31,265468580
447,DIVISLAB,2022-09-30,265468580
448,DIVISLAB,2022-06-30,265468580
449,DIVISLAB,2022-03-31,265468580
450,DIVISLAB,2021-12-31,265468580
451,DIVISLAB,2021-09-30,265468580
452,DIVISLAB,2021-06-30,265468580
453,DIVISLAB,2021-03-31,265468580
454,DIVISLAB,2020-12-31,265468580
455,DIVISLAB,2020-09-30,265468580
456,DIVISLAB,2020-06-30,265468580
457,DIVISLAB,2020-03-31,265468580
458,DIVISLAB,2019-12-31,265468580
459,DIVISLAB,2019-09-30,265468580
460,DIVISLAB,2019-06-30,265468580
461,DIVISLAB,2019-03-31,265468580
462,DIVISLAB,2018-12-31,265468580
463,DIVISLAB,2018-09-30,265468580
464,DIVISLAB,2018-06-30,265468580
465,DRREDDY,2025-09-30,834613760
466,DRREDDY,2025-06-30,834581775
467,DRREDDY,2025-03-31,834455365
468,DRREDDY,2024-12-31,834423960
469,DRREDDY,2024-09-30,166876946
470,DRREDDY,2024-06-30,166829701
471,DRREDDY,2024-03-31,166818266
472,DRREDDY,2023-12-31,166809397
473,DRREDDY,2023-09-30,166784764
474,DRREDDY,2023-06-30,166555501
475,DRREDDY,2023-03-31,166527876
476,DRREDDY,2022-12-31,166523639
477,DRREDDY,2022-09-30,166466613
478,DRREDDY,2022-06-30,166441018
479,DRREDDY,2022-03-31,166425849
480,DRREDDY,2021-12-31,166416892
481,DRREDDY,2021-09-30,166398811
482,DRREDDY,2021-06-30,166360134
483,DRREDDY,2021-03-31,166301231
484,DRREDDY,2020-12-31,166298116
485,DRREDDY,2020-09-30,166269279
486,DRREDDY,2020-06-30,166232516
487,DRREDDY,2020-03-31,166172082
488,DRREDDY,2019-12-31,166163148
489,DRREDDY,2019-09-30,166145748
490,DRREDDY,2019-06-30,166113840
491,DRREDDY,2019-03-31,166065948
492,DRREDDY,2018-12-31,166060861
493,DRREDDY,2018-09-30,166045857
494,DRREDDY,2018-06-30,165973228
495,DRREDDY,2018-03-31,165910907
496,EICHERMOT,2025-09-30,274277990
497,EICHERMOT,2025-06-30,274252240
498,EICHERMOT,2025-03-31,274164080
499,EICHERMOT,2024-12-31,274132460
500,EICHERMOT,2024-09-30,274060710
501,EICHERMOT,2024-06-30,274010515
502,EICHERMOT,2024-03-31,273805630
503,EICHERMOT,2023-12-31,273775500
504,EICHERMOT,2023-09-30,273749460
505,EICHERMOT,2023-06-30,273658460
506,EICHERMOT,2023-03-31,273481570
507,EICHERMOT,2022-12-31,273478020
508,EICHERMOT,2022-09-30,273455720
509,EICHERMOT,2022-06-30,273428852
510,EICHERMOT,2022-03-31,273423102
511,EICHERMOT,2021-12-31,273411022
512,EICHERMOT,2021-09-30,273399672
513,EICHERMOT,2021-06-30,273388422
514,EICHERMOT,2021-03-31,273335922
515,EICHERMOT,2020-12-31,273256830
516,EICHERMOT,2020-09-30,273229150
517,EICHERMOT,2020-03-31,27305473
518,EICHERMOT,2019-12-31,27304562
519,EICHERMOT,2019-09-30,27289722
520,EICHERMOT,2019-06-30,27288952
521,EICHERMOT,2019-03-31,27283473
522,EICHERMOT,2018-12-31,27275653
523,EICHERMOT,2018-09-30,27268603
524,EICHERMOT,2018-06-30,27266300
525,EICHERMOT,2018-03-31,27255549
526,GAIL,2025-09-30,6575099643
527,GAIL,2025-06-30,6575099643
528,GAIL,2025-03-31,6575099643
529,GAIL,2024-12-31,6575099643
530,GAIL,2024-09-30,6575099643
531,GAIL,2024-06-30,6575099643
532,GAIL,2024-03-31,6575099643
533,GAIL,2023-12-31,6575099643
534,GAIL,2023-09-30,6575099643
535,GAIL,2023-06-30,6575099643
536,GAIL,2023-03-31,6575099643
537,GAIL,2022-12-31,6575099643
538,GAIL,2022-09-30,6575099643
539,GAIL,2022-09-07,6575099643
540,GAIL,2022-06-30,4383399762
541,GAIL,2022-03-31,4440385225
542,GAIL,2021-12-31,4440385225
543,GAIL,2021-09-30,4440385225
544,GAIL,2021-06-30,4440385225
545,GAIL,2021-03-31,4440385225
546,GAIL,2020-12-31,4510141866
547,GAIL,2020-09-30,4510141866
548,GAIL,2020-06-30,4539703374
549,GAIL,2020-03-31,4535759610
550,GAIL,2019-12-31,4510141866
551,GAIL,2019-09-30,4510141866
552,GAIL,2019-06-30,4552004996
553,GAIL,2019-06-30,2276002498
554,GAIL,2019-03-31,2274337216
555,GAIL,2018-12-31,2255070934
556,GAIL,2018-09-30,2255070933
557,GAIL,2018-06-30,2255070933
558,GRASIM,2025-09-30,680580576
