,symbol,report_date,total_shares
1129,NESTLEIND,2023-06-30,96415716
1130,NESTLEIND,2018-12-31,96415716
1131,NESTLEIND,2018-09-30,96415716
1132,NESTLEIND,2018-06-30,96415716
1133,NESTLEIND,2018-03-31,96415716
1134,NTPC,2025-09-30,9696666134
1135,NTPC,2025-06-30,9696666134
1136,NTPC,2025-03-31,9696666134
1137,NTPC,2024-12-31,9696666134
1138,NTPC,2024-09-30,9696666134
1139,NTPC,2024-06-30,9696666134
1140,NTPC,2024-03-31,9696666134
1141,NTPC,2023-12-31,9696666134
1142,NTPC,2023-09-30,9696666134
1143,NTPC,2023-06-30,9696666134
1144,NTPC,2023-03-31,9696666134
1145,NTPC,2022-12-31,9696666134
1146,NTPC,2022-09-30,9696666134
1147,NTPC,2022-06-30,9696666134
1148,NTPC,2022-03-31,9696666134
1149,NTPC,2021-12-31,9696666134
1150,NTPC,2021-09-30,9696666134
1151,NTPC,2021-06-30,9696666134
1152,NTPC,2021-03-31,9696666134
1153,NTPC,2020-12-31,9696666134
1154,NTPC,2020-09-30,9894557280
1155,NTPC,2020-06-30,9894557280
1156,NTPC,2020-03-31,9894557280
1157,NTPC,2019-12-31,9894557280
1158,NTPC,2019-09-30,9894557280
1159,NTPC,2019-06-30,9894557280
1160,NTPC,2019-03-31,9894557280
1161,NTPC,2019-03-23,9894557280
1162,NTPC,2018-12-31,8245464400
1163,NTPC,2018-09-30,8245464400
1164,NTPC,2018-06-30,8245464400
1165,NTPC,2018-03-31,8245464400
1166,ONGC,2025-09-30,12580279206
1167,ONGC,2025-06-30,12580279206
1168,ONGC,2025-03-31,12580279206
1169,ONGC,2024-12-31,12580279206
1170,ONGC,2024-09-30,12580279206
1171,ONGC,2024-06-30,12580279206
1172,ONGC,2024-03-31,12580279206
1173,ONGC,2023-12-31,12580279206
1174,ONGC,2023-09-30,12580279206
1175,ONGC,2023-06-30,12580279206
1176,ONGC,2023-03-31,12580279206
1177,ONGC,2022-12-31,12580279206
1178,ONGC,2022-09-30,12580279206
1179,ONGC,2022-06-30,12580279206
1180,ONGC,2021-12-31,12580279206
1181,ONGC,2021-09-30,12580279206
1182,ONGC,2021-06-30,12580279206
1183,ONGC,2021-03-31,12580279206
1184,ONGC,2020-12-31,12580279206
1185,ONGC,2020-09-30,12580279206
1186,ONGC,2020-06-30,12580279206
1187,ONGC,2020-03-31,12580279206
1188,ONGC,2019-12-31,12580279206
1189,ONGC,2019-09-30,12580279206
1190,ONGC,2019-06-30,12580279206
1191,ONGC,2019-03-31,12580279206
1192,ONGC,2018-12-31,12833235180
1193,ONGC,2018-09-30,12833235180
1194,ONGC,2018-06-30,12833235180
1195,ONGC,2018-03-31,12833235180
1196,POWERGRID,2025-09-30,9300603819
1197,POWERGRID,2025-06-30,9300603819
1198,POWERGRID,2025-03-31,9300603819
1199,POWERGRID,2024-12-31,9300603819
1200,POWERGRID,2024-09-30,9300603819
1201,POWERGRID,2024-06-30,9300603819
1202,POWERGRID,2024-03-31,9300603819
1203,POWERGRID,2023-12-31,9300603819
1204,POWERGRID,2023-09-30,9300603819
1205,POWERGRID,2023-06-30,6975452864
1206,POWERGRID,2023-03-31,6975452864
1207,POWERGRID,2022-12-31,6975452864
1208,POWERGRID,2022-09-30,6975452864
1209,POWERGRID,2022-06-30,6975452864
1210,POWERGRID,2022-03-31,6975452864
1211,POWERGRID,2021-12-31,6975452864
1212,POWERGRID,2021-09-30,6975452864
1213,POWERGRID,2021-08-03,6975452864
1214,POWERGRID,2021-06-30,5231589648
1215,POWERGRID,2021-03-31,5231589648
1216,POWERGRID,2020-12-31,5231589648
1217,POWERGRID,2020-09-30,5231589648
1218,POWERGRID,2020-06-30,5231589648
1219,POWERGRID,2020-03-31,5231589648
1220,POWERGRID,2019-12-31,5231589648
1221,POWERGRID,2019-09-30,5231589648
1222,POWERGRID,2019-06-30,5231589648
1223,POWERGRID,2019-03-31,5231589648
1224,POWERGRID,2018-12-31,5231589648
1225,POWERGRID,2018-09-30,5231589648
1226,POWERGRID,2018-06-30,5231589648
1227,POWERGRID,2018-03-31,5231589648
1228,RELIANCE,2025-09-30,13532472634
1229,RELIANCE,2025-06-30,13532472634
1230,RELIANCE,2025-03-31,13532372898
1231,RELIANCE,2024-12-31,13532372898
1232,RELIANCE,2024-11-01,13532372898
1233,RELIANCE,2024-09-30,6766229014
1234,RELIANCE,2024-06-30,6766229014
1235,RELIANCE,2024-03-31,6766109014
1236,RELIANCE,2023-12-31,6766109014
1237,RELIANCE,2023-09-30,6766109014
1238,RELIANCE,2023-06-30,6766109014
1239,RELIANCE,2023-03-31,6766094014
1240,RELIANCE,2022-12-31,6765994014
1241,RELIANCE,2022-09-30,6765994014
1242,RELIANCE,2022-06-30,6765994014
1243,RELIANCE,2022-03-31,6765994014
1244,RELIANCE,2021-12-31,6765994014
1245,RELIANCE,2021-12-08,6765970014
1246,RELIANCE,2021-09-30,6762070014
1247,RELIANCE,2021-06-30,6762070014
1248,RELIANCE,2021-03-31,6762068814
1249,RELIANCE,2020-12-31,6762067614
1250,RELIANCE,2020-09-30,6762037614
1251,RELIANCE,2020-06-30,6761844754
1252,RELIANCE,2020-06-11,6761843669
1253,RELIANCE,2020-03-31,6339267510
1254,RELIANCE,2019-12-31,6339203530
1255,RELIANCE,2019-09-30,6339123229
1256,RELIANCE,2019-06-30,6339038430
1257,RELIANCE,2019-03-31,6338693823
1258,RELIANCE,2018-12-31,6338561852
1259,RELIANCE,2018-09-30,6338440341
1260,RELIANCE,2018-06-30,6336398954
1261,RELIANCE,2018-03-31,6334651022
1262,RELIANCE,2025-09-30,13532472634
1263,RELIANCE,2025-06-30,13532472634
1264,RELIANCE,2025-03-31,13532372898
1265,RELIANCE,2024-12-31,13532372898
1266,RELIANCE,2024-11-01,13532372898
1267,RELIANCE,2024-09-30,6766229014
1268,RELIANCE,2024-06-30,6766229014
1269,RELIANCE,2024-03-31,6766109014
1270,RELIANCE,2023-12-31,6766109014
1271,RELIANCE,2023-09-30,6766109014
1272,RELIANCE,2023-06-30,6766109014
1273,RELIANCE,2023-03-31,6766094014
1274,RELIANCE,2022-12-31,6765994014
1275,RELIANCE,2022-09-30,6765994014
1276,RELIANCE,2022-06-30,6765994014
1277,RELIANCE,2022-03-31,6765994014
1278,RELIANCE,2021-12-31,6765994014
1279,RELIANCE,2021-12-08,6765970014
1280,RELIANCE,2021-09-30,6762070014
1281,RELIANCE,2021-06-30,6762070014
1282,RELIANCE,2021-03-31,6762068814
1283,RELIANCE,2020-12-31,6762067614
1284,RELIANCE,2020-09-30,6762037614
1285,RELIANCE,2020-06-30,6761844754
1286,RELIANCE,2020-06-11,6761843669
1287,RELIANCE,2020-03-31,6339267510
1288,RELIANCE,2019-12-31,6339203530
1289,RELIANCE,2019-09-30,6339123229
1290,RELIANCE,2019-06-30,6339038430
1291,RELIANCE,2019-03-31,6338693823
1292,RELIANCE,2018-12-31,6338561852
1293,RELIANCE,2018-09-30,6338440341
1294,RELIANCE,2018-06-30,6336398954
1295,RELIANCE,2018-03-31,6334651022
1296,SBIN,2025-09-30,9230617586
1297,SBIN,2025-07-21,9230617586
1298,SBIN,2025-06-30,8924620034
1299,SBIN,2025-03-31,8924620034
1300,SBIN,2024-12-31,8924620034
1301,SBIN,2024-09-30,8924620034
1302,SBIN,2024-06-30,8924612434
1303,SBIN,2024-03-31,8924611934
1304,SBIN,2023-12-31,8924611934
1305,SBIN,2023-09-30,8924611934
1306,SBIN,2023-06-30,8924611934
1307,SBIN,2023-03-31,8924611934
1308,SBIN,2022-12-31,8924611734
1309,SBIN,2022-09-30,8924611734
1310,SBIN,2022-06-30,8924611734
1311,SBIN,2022-03-31,8924611534
1312,SBIN,2021-12-31,8924611534
1313,SBIN,2021-09-30,8924611534
1314,SBIN,2021-06-30,8924611534
1315,SBIN,2021-03-31,8924611534
1316,SBIN,2020-12-31,8924611534
1317,SBIN,2020-09-30,8924611534
1318,SBIN,2020-06-30,8924611534
1319,SBIN,2020-03-31,8924611534
1320,SBIN,2019-12-31,8924611534
1321,SBIN,2019-09-30,8924611534
1322,SBIN,2019-06-30,8924611534
1323,SBIN,2019-03-31,8924611534
1324,SBIN,2018-12-31,8924587534
1325,SBIN,2018-09-30,8924587534
1326,SBIN,2018-06-30,8924587534
1327,SHREECEM,2025-09-30,36080748
1328,SHREECEM,2025-06-30,36080748
1329,SHREECEM,2025-03-31,36080748
1330,SHREECEM,2024-12-31,36080748
1331,SHREECEM,2024-09-30,36080748
1332,SHREECEM,2024-06-30,36080748
1333,SHREECEM,2024-03-31,36080748
1334,SHREECEM,2023-12-31,36080748
1335,SHREECEM,2023-09-30,36080748
1336,SHREECEM,2023-06-30,36080748
1337,SHREECEM,2023-03-31,36080748
1338,SHREECEM,2022-12-31,36080748
1339,SHREECEM,2022-09-30,36080748
1340,SHREECEM,2022-06-30,36080748
1341,SHREECEM,2022-03-31,36080748
1342,SHREECEM,2021-12-31,36080748
1343,SHREECEM,2021-09-30,36080748
1344,SHREECEM,2021-06-30,36080748
1345,SHREECEM,2021-03-31,36080748
1346,SHREECEM,2020-12-31,36080748
1347,SHREECEM,2020-09-30,36080748
1348,SHREECEM,2020-06-30,36080748
1349,SHREECEM,2020-03-31,36080748
1350,SHREECEM,2019-12-31,36080748
1351,SHREECEM,2019-11-23,36080748
1352,SHREECEM,2019-09-30,34837225
1353,SHREECEM,2019-06-30,34837225
1354,SHREECEM,2019-03-31,34837225
1355,SHREECEM,2018-12-31,34837225
1356,SHREECEM,2018-09-30,34837225
1357,SHREECEM,2018-06-30,34837225
1358,SHREECEM,2018-03-31,34837225
1359,SUNPHARMA,2025-09-30,2399334970
1360,SUNPHARMA,2025-06-30,2399334970
1361,SUNPHARMA,2025-03-31,2399334970
1362,SUNPHARMA,2024-12-31,2399334970
1363,SUNPHARMA,2024-09-30,2399334970
1364,SUNPHARMA,2024-06-30,2399334970
1365,SUNPHARMA,2024-03-31,2399334970
1366,SUNPHARMA,2023-12-31,2399334970
1367,SUNPHARMA,2023-09-30,2399334970
1368,SUNPHARMA,2023-06-30,2399334970
1369,SUNPHARMA,2023-03-31,2399334970
1370,SUNPHARMA,2022-12-31,2399334970
1371,SUNPHARMA,2022-09-30,2399334970
1372,SUNPHARMA,2022-06-30,2399334970
1373,SUNPHARMA,2022-03-31,2399334970
1374,SUNPHARMA,2021-12-31,2399334970
1375,SUNPHARMA,2021-09-30,2399334970
1376,SUNPHARMA,2021-06-30,2399334970
1377,SUNPHARMA,2021-03-31,2399334970
1378,SUNPHARMA,2020-12-31,2399334970
1379,SUNPHARMA,2020-09-30,2399334970
1380,SUNPHARMA,2020-06-30,2399334970
1381,SUNPHARMA,2020-03-31,2399334970
1382,SUNPHARMA,2019-12-31,2399334970
1383,SUNPHARMA,2019-09-30,2399334970
1384,SUNPHARMA,2019-06-30,2399334970
1385,SUNPHARMA,2019-03-31,2399334970
1386,SUNPHARMA,2018-12-31,2399328274
1387,SUNPHARMA,2018-09-30,2399324674
1388,SUNPHARMA,2018-06-30,2399324494
1389,SUNPHARMA,2018-03-31,2399323180
1390,TATACONSUM,2025-09-30,989541732
1391,TATACONSUM,2025-06-30,989533750
1392,TATACONSUM,2025-03-31,989498558
1393,TATACONSUM,2024-12-31,989458618
1394,TATACONSUM,2024-09-30,989403547
1395,TATACONSUM,2024-08-23,989403547
1396,TATACONSUM,2024-06-30,952834816
1397,TATACONSUM,2024-03-31,952834816
1398,TATACONSUM,2024-01-19,952834816
1399,TATACONSUM,2023-12-31,929011650
1400,TATACONSUM,2023-09-30,929011650
1401,TATACONSUM,2023-06-30,929011650
1402,TATACONSUM,2023-03-31,929011650
1403,TATACONSUM,2022-12-31,929011650
1404,TATACONSUM,2022-09-30,921551715
1405,TATACONSUM,2022-06-30,921551715
1406,TATACONSUM,2022-03-31,921551715
1407,TATACONSUM,2021-12-31,921551715
1408,TATACONSUM,2021-09-30,921551715
1409,TATACONSUM,2021-03-31,921551715
1410,TATACONSUM,2020-12-31,921551715
1411,TATACONSUM,2020-09-30,921551715
1412,TATACONSUM,2020-03-31,921551715
1413,TATACONSUM,2020-03-11,921551715
1414,TATACONSUM,2019-12-31,631129729
1415,TATACONSUM,2019-09-30,631129729
1416,TATACONSUM,2019-06-30,631129729
1417,TATACONSUM,2019-03-31,631129729
1418,TATACONSUM,2018-12-31,631129729
1419,TATACONSUM,2018-09-30,631129729
1420,TATACONSUM,2018-06-30,631129729
1421,TATACONSUM,2018-03-31,631129729
1422,TATASTEEL,2025-09-30,12483531541
1423,TATASTEEL,2025-06-30,12483531541
1424,TATASTEEL,2025-03-31,12483531541
1425,TATASTEEL,2024-12-31,12483531541
1426,TATASTEEL,2024-09-30,12483531541
1427,TATASTEEL,2024-06-30,12483531541
1428,TATASTEEL,2024-03-31,12483531541
1429,TATASTEEL,2024-02-08,12483531541
1430,TATASTEEL,2024-01-21,12383830302
1431,TATASTEEL,2023-12-31,12297337309
1432,TATASTEEL,2023-11-22,12297337309
1433,TATASTEEL,2023-09-30,12221537000
1434,TATASTEEL,2023-06-30,12221537000
1435,TATASTEEL,2023-03-31,12221537000
1436,TATASTEEL,2023-03-18,12223453300
1437,TATASTEEL,2022-12-31,12223453300
1438,TATASTEEL,2022-09-30,12215300460
1439,TATASTEEL,2022-08-10,12215300460
1440,TATASTEEL,2022-06-30,1221530046
1441,TATASTEEL,2022-03-31,1221530046
1442,TATASTEEL,2022-03-14,1221530046
1443,TATASTEEL,2021-12-31,1221543546
1444,TATASTEEL,2021-12-27,1221543546
1445,TATASTEEL,2021-10-30,1204126999
1446,TATASTEEL,2021-09-30,1204126999
1447,TATASTEEL,2021-08-01,1204126999
1448,TATASTEEL,2021-06-30,1204126999
1449,TATASTEEL,2021-05-15,1204126999
1450,TATASTEEL,2021-04-23,1204126999
1451,TATASTEEL,2021-03-31,1204126999
1452,TATASTEEL,2021-03-24,1204126999
1453,TATASTEEL,2020-12-31,1204126999
1454,TATASTEEL,2020-09-30,1204126999
1455,TATASTEEL,2020-06-30,1204126999
1456,TATASTEEL,2020-03-31,1204126999
1457,TATASTEEL,2019-12-31,1204126999
1458,TATASTEEL,2019-09-30,1204126385
1459,TATASTEEL,2019-06-30,1204126385
1460,TATASTEEL,2019-03-31,1204126385
1461,TATASTEEL,2018-12-31,1204125710
1462,TATASTEEL,2018-09-30,1204119926
1463,TATASTEEL,2018-06-30,1204119440
1464,TATASTEEL,2018-03-31,1204119440
1465,TCS,2025-09-30,3618087518
1466,TCS,2025-06-30,3618087518
1467,TCS,2025-03-31,3618087518
1468,TCS,2024-12-31,3618087518
1469,TCS,2024-09-30,3618087518
1470,TCS,2024-06-30,3618087518
1471,TCS,2024-03-31,3618087518
1472,TCS,2023-12-31,3618087518
1473,TCS,2023-09-30,3659051373
1474,TCS,2023-06-30,3659051373
1475,TCS,2023-03-31,3659051373
1476,TCS,2022-12-31,3659051373
1477,TCS,2022-09-30,3659051373
1478,TCS,2022-06-30,3659051373
1479,TCS,2022-03-31,3659051373
1480,TCS,2021-12-31,3699051373
1481,TCS,2021-09-30,3699051373
1482,TCS,2021-06-30,3699051373
1483,TCS,2021-03-31,3699051373
1484,TCS,2020-12-31,3752384706
1485,TCS,2020-09-30,3752384706
1486,TCS,2020-06-30,3752384706
1487,TCS,2020-03-31,3752384706
1488,TCS,2019-12-31,3752384706
1489,TCS,2019-09-30,3752384706
1490,TCS,2019-06-30,3752384706
1491,TCS,2019-03-31,3752384706
1492,TCS,2018-12-31,3752384706
1493,TCS,2018-09-30,3752384706
1494,TCS,2018-06-30,3828575182
1495,TCS,2018-03-31,1914287591
1496,TECHM,2025-09-30,979562303
1497,TECHM,2025-06-30,979207885
1498,TECHM,2025-03-31,978993712
1499,TECHM,2024-12-31,978787074
1500,TECHM,2024-09-30,978349548
1501,TECHM,2024-06-30,977882361
1502,TECHM,2024-03-31,976758523
1503,TECHM,2023-12-31,976164397
1504,TECHM,2023-09-30,975504105
1505,TECHM,2023-06-30,974699464
1506,TECHM,2023-03-31,974147475
1507,TECHM,2022-12-31,973778933
1508,TECHM,2022-09-30,973159400
1509,TECHM,2022-06-30,972561468
1510,TECHM,2022-03-31,971833479
1511,TECHM,2021-12-31,970589953
1512,TECHM,2021-09-30,969714371
1513,TECHM,2021-06-30,968988701
1514,TECHM,2021-03-31,968260067
1515,TECHM,2020-12-31,967423190
1516,TECHM,2020-09-30,966598935
1517,TECHM,2020-06-30,966177667
1518,TECHM,2020-03-31,965852364
1519,TECHM,2019-12-31,965312635
1520,TECHM,2019-09-30,964844109
1521,TECHM,2019-06-30,964352304
1522,TECHM,2019-03-31,983362470
1523,TECHM,2018-12-31,981249832
1524,TECHM,2018-09-30,980798811
1525,TECHM,2018-03-31,979733808
1526,TITAN,2025-09-30,887786160
1527,TITAN,2025-06-30,887786160
1528,TITAN,2025-03-31,887786160
1529,TITAN,2024-12-31,887786160
1530,TITAN,2024-09-30,887786160
1531,TITAN,2024-06-30,887786160
1532,TITAN,2024-03-31,887786160
1533,TITAN,2023-12-31,887786160
1534,TITAN,2023-09-30,887786160
1535,TITAN,2023-06-30,887786160
1536,TITAN,2023-03-31,887786160
1537,TITAN,2022-12-31,887786160
1538,TITAN,2022-09-30,887786160
1539,TITAN,2022-06-30,887786160
1540,TITAN,2022-03-31,887786160
1541,TITAN,2021-12-31,887786160
1542,TITAN,2021-09-30,887786160
1543,TITAN,2021-06-30,887786160
1544,TITAN,2021-03-31,887786160
1545,TITAN,2020-12-31,887786160
1546,TITAN,2020-09-30,887786160
1547,TITAN,2020-06-30,887786160
1548,TITAN,2020-03-31,887786160
1549,TITAN,2019-12-31,887786160
1550,TITAN,2019-09-30,887786160
1551,TITAN,2019-06-30,887786160
1552,TITAN,2019-03-31,887786160
1553,TITAN,2018-12-31,887786160
1554,TITAN,2018-09-30,887786160
1555,TITAN,2018-06-30,887786160
1556,TITAN,2018-03-31,887786160
1557,TMPV,2025-09-30,3682274653
1558,TMPV,2025-06-30,3681462325
1559,TMPV,2025-03-31,3681348742
1560,TMPV,2024-12-31,3681124896
1561,TMPV,2024-09-30,3680884120
1562,TMPV,2024-09-10,3680610556
1563,TMPV,2024-06-30,3323978912
1564,TMPV,2024-03-31,3323739001
1565,TMPV,2023-12-31,3322847115
1566,TMPV,2023-09-30,3322317000
1567,TMPV,2023-06-30,3321490582
1568,TMPV,2023-03-31,3321344325
1569,TMPV,2022-12-31,3321290234
1570,TMPV,2022-09-30,3321175244
1571,TMPV,2022-06-30,3320912308
1572,TMPV,2022-03-31,3320662007
1573,TMPV,2021-12-31,3320552265
1574,TMPV,2021-09-30,3320307765
1575,TMPV,2021-06-30,3320307765
1576,TMPV,2021-03-31,3320307765
1577,TMPV,2021-02-06,3320307765
1578,TMPV,2020-12-31,3088973894
1579,TMPV,2020-09-30,3088973894
1580,TMPV,2020-06-30,3088973894
1581,TMPV,2020-03-31,3088973894
1582,TMPV,2019-12-31,3088972101
1583,TMPV,2019-12-12,3088972101
1584,TMPV,2019-09-30,2887348694
1585,TMPV,2019-06-30,2887348694
1586,TMPV,2019-03-31,2887348694
1587,TMPV,2018-12-31,2887348694
1588,TMPV,2018-09-30,2887348694
1589,TMPV,2018-06-30,2887348694
1590,TMPV,2018-03-31,2887348694
1591,ULTRACEMCO,2025-09-30,294679171
1592,ULTRACEMCO,2025-06-30,294679171
1593,ULTRACEMCO,2025-03-31,294677410
1594,ULTRACEMCO,2024-12-31,288700060
1595,ULTRACEMCO,2024-09-30,288697318
1596,ULTRACEMCO,2024-06-30,288697318
1597,ULTRACEMCO,2024-03-31,288692005
1598,ULTRACEMCO,2023-12-31,288686674
1599,ULTRACEMCO,2023-09-30,288686345
1600,ULTRACEMCO,2023-06-30,288686345
1601,ULTRACEMCO,2023-03-31,288686345
1602,ULTRACEMCO,2022-12-31,288677471
1603,ULTRACEMCO,2022-09-30,288671933
1604,ULTRACEMCO,2022-06-30,288670847
1605,ULTRACEMCO,2022-03-31,288670847
1606,ULTRACEMCO,2021-12-31,288664987
1607,ULTRACEMCO,2021-09-30,288659566
1608,ULTRACEMCO,2021-06-30,288654448
1609,ULTRACEMCO,2021-03-31,288653398
1610,ULTRACEMCO,2020-12-31,288636906
1611,ULTRACEMCO,2020-09-30,288626076
1612,ULTRACEMCO,2020-03-31,288625105
1613,ULTRACEMCO,2019-12-31,288618016
1614,ULTRACEMCO,2019-10-16,288613666
1615,ULTRACEMCO,2019-09-30,274650508
1616,ULTRACEMCO,2019-06-30,274649850
1617,ULTRACEMCO,2019-03-31,274642720
1618,ULTRACEMCO,2018-12-31,274635762
1619,ULTRACEMCO,2018-09-30,274625869
1620,ULTRACEMCO,2018-06-30,274619071
1621,ULTRACEMCO,2018-03-31,274613985
1622,UPL,2025-09-30,844433596
1623,UPL,2025-06-30,844433596
1624,UPL,2025-03-31,844433596
1625,UPL,2025-01-27,844433596
1626,UPL,2024-12-31,844400270
1627,UPL,2024-12-27,844400270
1628,UPL,2024-09-30,750607641
1629,UPL,2024-06-30,750607641
1630,UPL,2024-03-31,750607641
1631,UPL,2023-12-31,750607641
1632,UPL,2023-09-30,750607641
1633,UPL,2023-06-30,750607641
1634,UPL,2023-03-31,750607641
1635,UPL,2022-12-31,750607641
1636,UPL,2022-09-30,750607641
1637,UPL,2022-06-30,750607641
1638,UPL,2022-03-31,764045456
1639,UPL,2021-09-30,764045456
1640,UPL,2021-06-30,764045456
1641,UPL,2021-03-31,764045456
1642,UPL,2020-12-31,764045456
1643,UPL,2020-09-30,764045456
1644,UPL,2020-06-30,764045456
1645,UPL,2020-03-31,764045456
1646,UPL,2019-12-31,764045456
1647,UPL,2019-09-30,764022956
1648,UPL,2019-07-03,764014005
1649,UPL,2019-06-30,509342670
1650,UPL,2019-03-31,509342670
1651,UPL,2018-12-31,509342670
1652,UPL,2018-09-30,509342670
1653,UPL,2018-06-30,509342670
1654,UPL,2018-03-31,509333081
1655,WIPRO,2025-09-30,10483772400
1656,WIPRO,2025-06-30,10482318130
1657,WIPRO,2025-06-13,10481700300
1658,WIPRO,2025-03-31,10472136049
1659,WIPRO,2024-12-31,10469234681
1660,WIPRO,2024-12-10,10464188804
1661,WIPRO,2024-11-08,5231754495
1662,WIPRO,2024-09-30,5231382705
1663,WIPRO,2024-06-30,5230164205
1664,WIPRO,2024-03-31,5225138246
1665,WIPRO,2024-01-30,5224402361
1666,WIPRO,2023-12-31,5224235632
1667,WIPRO,2023-09-30,5221800302
1668,WIPRO,2023-06-30,5488841993
1669,WIPRO,2023-03-31,5487917741
1670,WIPRO,2022-12-31,5486762666
1671,WIPRO,2022-09-30,5485541640
1672,WIPRO,2022-06-30,5482346780
1673,WIPRO,2022-03-31,5482070115
1674,WIPRO,2021-12-31,5481283211
1675,WIPRO,2021-09-30,5480819197
1676,WIPRO,2021-06-30,5479239889
1677,WIPRO,2021-03-31,5479138555
1678,WIPRO,2021-01-19,5477838089
1679,WIPRO,2020-12-31,5715338089
1680,WIPRO,2020-09-30,5714950888
1681,WIPRO,2020-06-30,5714438884
1682,WIPRO,2020-03-31,5713357390
1683,WIPRO,2019-12-31,5713022469
1684,WIPRO,2019-09-30,5712906868
1685,WIPRO,2019-09-09,5712282652
1686,WIPRO,2019-06-30,6035359575
1687,WIPRO,2019-03-31,6033935388
1688,WIPRO,2019-03-08,6033876721
1689,WIPRO,2018-12-31,4525022173
1690,WIPRO,2018-09-30,4524079523
1691,WIPRO,2018-06-30,4523995447
1692,WIPRO,2018-03-31,4523784491
