report_date,ADANIENT,ADANIPORTS,AMBUJACEM,APOLLOHOSP,ASIANPAINT,AUROPHARMA,AXISBANK,BAJAJ-AUTO,BAJAJFINSV,BAJFINANCE,BEL,BHARTIARTL,CIPLA,COALINDIA,DIVISLAB,DRREDDY,EICHERMOT,GAIL,GRASIM,HCLTECH,HDFCBANK,HDFCLIFE,HINDALCO,HINDPETRO,HINDUNILVR,ICICIBANK,INDUSINDBK,INFY,IOC,ITC,JIOFIN,JSWSTEEL,KOTAKBANK,LT,LUPIN,M&M,MARUTI,NESTLEIND,NTPC,ONGC,POWERGRID,RELIANCE,SBIN,SHREECEM,SUNPHARMA,TATACONSUM,TATASTEEL,TCS,TECHM,TITAN,TMPV,ULTRACEMCO,UPL,WIPRO
31-12-20,1099810083,2031751761,1985645229,139125159,959197790,585938609,3061465082,289367020,159137444,602587339,2436592943,5455557355,806455229,6162728327,265468580,166298116,273256830,4510141866,657951004,2713665096,5507656932,2020456081,2246582938,1510388506,2349556255,6903693527,757104998,4259587833,9414158922,,,2417220440,1980478721,1404256696,453513540,1243192544,302080060,96415716,9696666134,12580279206,5231589648,6762067614,8924611534,36080748,2399334970,921551715,1204126999,3752384706,967423190,887786160,3088973894,288636906,764045456,5715338089
19-01-21,1099810083,2031751761,1985645229,139125159,959197790,585938609,3061465082,289367020,159137444,602587339,2436592943,5455557355,806455229,6162728327,265468580,166298116,273256830,4510141866,657951004,2713665096,5507656932,2020456081,2246582938,1510388506,2349556255,6903693527,757104998,4259587833,9414158922,,,2417220440,1980478721,1404256696,453513540,1243192544,302080060,96415716,9696666134,12580279206,5231589648,6762067614,8924611534,36080748,2399334970,921551715,1204126999,3752384706,967423190,887786160,3088973894,288636906,764045456,5477838089
23-01-21,1099810083,2031751761,1985645229,143784657,959197790,585938609,3061465082,289367020,159137444,602587339,2436592943,5455557355,806455229,6162728327,265468580,166298116,273256830,4510141866,657951004,2713665096,5507656932,2020456081,2246582938,1510388506,2349556255,6903693527,757104998,4259587833,9414158922,,,2417220440,1980478721,1404256696,453513540,1243192544,302080060,96415716,9696666134,12580279206,5231589648,6762067614,8924611534,36080748,2399334970,921551715,1204126999,3752384706,967423190,887786160,3088973894,288636906,764045456,5477838089
06-02-21,1099810083,2031751761,1985645229,143784657,959197790,585938609,3061465082,289367020,159137444,602587339,2436592943,5455557355,806455229,6162728327,265468580,166298116,273256830,4510141866,657951004,2713665096,5507656932,2020456081,2246582938,1510388506,2349556255,6903693527,757104998,4259587833,9414158922,,,2417220440,1980478721,1404256696,453513540,1243192544,302080060,96415716,9696666134,12580279206,5231589648,6762067614,8924611534,36080748,2399334970,921551715,1204126999,3752384706,967423190,887786160,3320307765,288636906,764045456,5477838089
18-02-21,1099810083,2031751761,1985645229,143784657,959197790,585938609,3061465082,289367020,159137444,602587339,2436592943,5455557355,806455229,6162728327,265468580,166298116,273256830,4510141866,657951004,2713665096,5507656932,2020456081,2246582938,1510388506,2349556255,6903693527,773155187,4259587833,9414158922,,,2417220440,1980478721,1404256696,453513540,1243192544,302080060,96415716,9696666134,12580279206,5231589648,6762067614,8924611534,36080748,2399334970,921551715,1204126999,3752384706,967423190,887786160,3320307765,288636906,764045456,5477838089
24-03-21,1099810083,2031751761,1985645229,143784657,959197790,585938609,3061465082,289367020,159137444,602587339,2436592943,5455557355,806455229,6162728327,265468580,166298116,273256830,4510141866,657951004,2713665096,5507656932,2020456081,2246582938,1510388506,2349556255,6903693527,773155187,4259587833,9414158922,,,2417220440,1980478721,1404256696,453513540,1243192544,302080060,96415716,9696666134,12580279206,5231589648,6762067614,8924611534,36080748,2399334970,921551715,1204126999,3752384706,967423190,887786160,3320307765,288636906,764045456,5477838089
31-03-21,1099810083,2031751761,1985645229,143784657,959197790,585938609,3063748652,289367020,159137444,602587339,2436592943,5492027268,806463279,6162728327,265468580,166301231,273335922,4440385225,658044844,2713665096,5512776482,2020943966,2246684247,1455845587,2349567819,6915992387,773372299,4260660846,9414158922,,,2417220440,1981835668,1404555297,453680133,1243192544,302080060,96415716,9696666134,12580279206,5231589648,6762068814,8924611534,36080748,2399334970,921551715,1204126999,3699051373,968260067,887786160,3320307765,288653398,764045456,5479138555
23-04-21,1099810083,2031751761,1985645229,143784657,959197790,585938609,3063748652,289367020,159137444,602587339,2436592943,5492027268,806463279,6162728327,265468580,166301231,273335922,4440385225,658044844,2713665096,5512776482,2020943966,2246684247,1455845587,2349567819,6915992387,773372299,4260660846,9414158922,,,2417220440,1981835668,1404555297,453680133,1243192544,302080060,96415716,9696666134,12580279206,5231589648,6762068814,8924611534,36080748,2399334970,921551715,1204126999,3699051373,968260067,887786160,3320307765,288653398,764045456,5479138555
14-05-21,1099810083,2031751761,1985645229,143784657,959197790,585938609,3063748652,289367020,159137444,602587339,2436592943,5492027268,806463279,6162728327,265468580,166301231,273335922,4440385225,658044844,2713665096,5512776482,2020943966,2246684247,1418548345,2349567819,6915992387,773372299,4260660846,9414158922,,,2417220440,1981835668,1404555297,453680133,1243192544,302080060,96415716,9696666134,12580279206,5231589648,6762068814,8924611534,36080748,2399334970,921551715,1204126999,3699051373,968260067,887786160,3320307765,288653398,764045456,5479138555
15-05-21,1099810083,2031751761,1985645229,143784657,959197790,585938609,3063748652,289367020,159137444,602587339,2436592943,5492027268,806463279,6162728327,265468580,166301231,273335922,4440385225,658044844,2713665096,5512776482,2020943966,2246684247,1418548345,2349567819,6915992387,773372299,4260660846,9414158922,,,2417220440,1981835668,1404555297,453680133,1243192544,302080060,96415716,9696666134,12580279206,5231589648,6762068814,8924611534,36080748,2399334970,921551715,1204126999,3699051373,968260067,887786160,3320307765,288653398,764045456,5479138555
30-06-21,1099810083,2041751761,1985645229,143784657,959197790,585938609,3065268517,289367020,159137444,603594345,2436592943,5492027268,806596753,6162728327,265468580,166360134,273388422,4440385225,658077851,2713665096,5526719098,2022140296,2246900609,1418548345,2349588838,6925037357,773876784,4259085763,9414158922,,,2417220440,1982675781,1404604911,453902798,1243192544,302080060,96415716,9696666134,12580279206,5231589648,6762070014,8924611534,36080748,2399334970,921551715,1204126999,3699051373,968988701,887786160,3320307765,288654448,764045456,5479239889
01-08-21,1099810083,2041751761,1985645229,143784657,959197790,585938609,3065268517,289367020,159137444,603594345,2436592943,5492027268,806596753,6162728327,265468580,166360134,273388422,4440385225,658077851,2713665096,5526719098,2022140296,2246900609,1418548345,2349588838,6925037357,773876784,4259085763,9414158922,,,2417220440,1982675781,1404604911,453902798,1243192544,302080060,96415716,9696666134,12580279206,5231589648,6762070014,8924611534,36080748,2399334970,921551715,1204126999,3699051373,968988701,887786160,3320307765,288654448,764045456,5479239889
03-08-21,1099810083,2041751761,1985645229,143784657,959197790,585938609,3065268517,289367020,159137444,603594345,2436592943,5492027268,806596753,6162728327,265468580,166360134,273388422,4440385225,658077851,2713665096,5526719098,2022140296,2246900609,1418548345,2349588838,6925037357,773876784,4259085763,9414158922,,,2417220440,1982675781,1404604911,453902798,1243192544,302080060,96415716,9696666134,12580279206,6975452864,6762070014,8924611534,36080748,2399334970,921551715,1204126999,3699051373,968988701,887786160,3320307765,288654448,764045456,5479239889
30-09-21,1099810083,2041751761,1985645229,143784657,959197790,585938609,3066645378,289367020,159137444,603594345,2436592943,5492027268,806653624,6162728327,265468580,166398811,273399672,4440385225,658161372,2713665096,5537451890,2023132113,2247114735,1418548345,2349591262,6934409997,774119194,4205464426,9414158922,,,2417220440,1983087703,1404656010,454030479,1243192544,302080060,96415716,9696666134,12580279206,6975452864,6762070014,8924611534,36080748,2399334970,921551715,1204126999,3699051373,969714371,887786160,3320307765,288659566,764045456,5480819197
30-10-21,1099810083,2041751761,1985645229,143784657,959197790,585938609,3066645378,289367020,159137444,603594345,2436592943,5492027268,806653624,6162728327,265468580,166398811,273399672,4440385225,658161372,2713665096,5537451890,2023132113,2247114735,1418548345,2349591262,6934409997,774119194,4205464426,9414158922,,,2417220440,1983087703,1404656010,454030479,1243192544,302080060,96415716,9696666134,12580279206,6975452864,6762070014,8924611534,36080748,2399334970,921551715,1204126999,3699051373,969714371,887786160,3320307765,288659566,764045456,5480819197
06-11-21,1099810083,2041751761,1985645229,143784657,959197790,585938609,3066645378,289367020,159137444,603594345,2436592943,5884314930,806653624,6162728327,265468580,166398811,273399672,4440385225,658161372,2713665096,5537451890,2023132113,2247114735,1418548345,2349591262,6934409997,774119194,4205464426,9414158922,,,2417220440,1983087703,1404656010,454030479,1243192544,302080060,96415716,9696666134,12580279206,6975452864,6762070014,8924611534,36080748,2399334970,921551715,1204126999,3699051373,969714371,887786160,3320307765,288659566,764045456,5480819197
08-12-21,1099810083,2041751761,1985645229,143784657,959197790,585938609,3066645378,289367020,159137444,603594345,2436592943,5884314930,806653624,6162728327,265468580,166398811,273399672,4440385225,658161372,2713665096,5537451890,2023132113,2247114735,1418548345,2349591262,6934409997,774119194,4205464426,9414158922,,,2417220440,1983087703,1404656010,454030479,1243192544,302080060,96415716,9696666134,12580279206,6975452864,6765970014,8924611534,36080748,2399334970,921551715,1204126999,3699051373,969714371,887786160,3320307765,288659566,764045456,5480819197
27-12-21,1099810083,2041751761,1985645229,143784657,959197790,585938609,3066645378,289367020,159137444,603594345,2436592943,5884314930,806653624,6162728327,265468580,166398811,273399672,4440385225,658161372,2713665096,5537451890,2023132113,2247114735,1418548345,2349591262,6934409997,774119194,4205464426,9414158922,,,2417220440,1983087703,1404656010,454030479,1243192544,302080060,96415716,9696666134,12580279206,6975452864,6765970014,8924611534,36080748,2399334970,921551715,1221543546,3699051373,969714371,887786160,3320307765,288659566,764045456,5480819197
31-12-21,1099810083,2041751761,1985645229,143784657,959197790,585938609,3067661758,289367020,159137444,603594345,2436592943,5884314930,806790214,6162728327,265468580,166416892,273411022,4440385225,658286540,2713665096,5542399476,2024791033,2247169840,1418548345,2349591262,6943351843,774548603,4205617958,9414158922,,,2417220440,1983899969,1404839267,454196866,1243192544,302080060,96415716,9696666134,12580279206,6975452864,6765994014,8924611534,36080748,2399334970,921551715,1221543546,3699051373,970589953,887786160,3320552265,288664987,764045456,5481283211
01-01-22,1099810083,2041751761,1985645229,143784657,959197790,585938609,3067661758,289367020,159137444,603594345,2436592943,5884314930,806790214,6162728327,265468580,166416892,273411022,4440385225,658286540,2713665096,5542399476,2111813255,2247169840,1418548345,2349591262,6943351843,774548603,4205617958,9414158922,,,2417220440,1983899969,1404839267,454196866,1243192544,302080060,96415716,9696666134,12580279206,6975452864,6765994014,8924611534,36080748,2399334970,921551715,1221543546,3699051373,970589953,887786160,3320552265,288664987,764045456,5481283211
21-02-22,1099810083,2112373230,1985645229,143784657,959197790,585938609,3067661758,289367020,159137444,603594345,2436592943,5884314930,806790214,6162728327,265468580,166416892,273411022,4440385225,658286540,2713665096,5542399476,2111813255,2247169840,1418548345,2349591262,6943351843,774548603,4205617958,9414158922,,,2417220440,1983899969,1404839267,454196866,1243192544,302080060,96415716,9696666134,12580279206,6975452864,6765994014,8924611534,36080748,2399334970,921551715,1221543546,3699051373,970589953,887786160,3320552265,288664987,764045456,5481283211
14-03-22,1099810083,2112373230,1985645229,143784657,959197790,585938609,3067661758,289367020,159137444,603594345,2436592943,5884314930,806790214,6162728327,265468580,166416892,273411022,4440385225,658286540,2713665096,5542399476,2111813255,2247169840,1418548345,2349591262,6943351843,774548603,4205617958,9414158922,,,2417220440,1983899969,1404839267,454196866,1243192544,302080060,96415716,9696666134,12580279206,6975452864,6765994014,8924611534,36080748,2399334970,921551715,1221530046,3699051373,970589953,887786160,3320552265,288664987,764045456,5481283211
31-03-22,1099810083,2112373230,1985645229,143784657,959197790,585938609,3069747836,289367020,159137444,605429233,2436592943,5884314930,806814036,6162728327,265468580,166425849,273423102,4440385225,658295426,2713665096,5545540976,2112619161,2247172724,1418548345,2349591262,6948771375,774548603,4206738641,9414158922,,,2417220440,1984661760,1405029123,454475014,1243192544,302080060,96415716,9696666134,12580279206,6975452864,6765994014,8924611534,36080748,2399334970,921551715,1221530046,3659051373,971833479,887786160,3320662007,288670847,764045456,5482070115
12-05-22,1140001121,2112373230,1985645229,143784657,959197790,585938609,3069747836,289367020,159137444,605429233,2436592943,5884314930,806814036,6162728327,265468580,166425849,273423102,4440385225,658295426,2713665096,5545540976,2112619161,2247172724,1418548345,2349591262,6948771375,774548603,4206738641,9414158922,,,2417220440,1984661760,1405029123,454475014,1243192544,302080060,96415716,9696666134,12580279206,6975452864,6765994014,8924611534,36080748,2399334970,921551715,1221530046,3659051373,971833479,887786160,3320662007,288670847,764045456,5482070115
30-06-22,1140001121,2112373230,1985645229,143784657,959197790,585938609,3071432148,289367020,159137444,605429233,2436592943,5884314930,806907203,6162728327,265468580,166441018,273428852,4383399762,658295426,2713665096,5554552746,2113172584,2247172724,1418548345,2349591262,6956354896,775102639,4207620719,9414158922,,,2417220440,1985434304,1405145221,454623411,1243192544,302080060,96415716,9696666134,12580279206,6975452864,6765994014,8924611734,36080748,2399334970,921551715,1221530046,3659051373,972561468,887786160,3320912308,288670847,750607641,5482346780
12-07-22,1140001121,2112373230,1985645229,143784657,959197790,585938609,3071432148,289367020,159137444,605429233,2436592943,5884314930,806907203,6162728327,265468580,166441018,273428852,4383399762,658295426,2713665096,5554552746,2113172584,2247172724,1418548345,2349591262,6956354896,775102639,4207620719,14121238383,,,2417220440,1985434304,1405145221,454623411,1243192544,302080060,96415716,9696666134,12580279206,6975452864,6765994014,8924611734,36080748,2399334970,921551715,1221530046,3659051373,972561468,887786160,3320912308,288670847,750607641,5482346780
10-08-22,1140001121,2112373230,1985645229,143784657,959197790,585938609,3071432148,289367020,159137444,605429233,2436592943,5884314930,806907203,6162728327,265468580,166441018,273428852,4383399762,658295426,2713665096,5554552746,2113172584,2247172724,1418548345,2349591262,6956354896,775102639,4207620719,14121238383,,,2417220440,1985434304,1405145221,454623411,1243192544,302080060,96415716,9696666134,12580279206,6975452864,6765994014,8924611734,36080748,2399334970,921551715,12215300460,3659051373,972561468,887786160,3320912308,288670847,750607641,5482346780
07-09-22,1140001121,2112373230,1985645229,143784657,959197790,585938609,3071432148,289367020,159137444,605429233,2436592943,5884314930,806907203,6162728327,265468580,166441018,273428852,6575099643,658295426,2713665096,5554552746,2113172584,2247172724,1418548345,2349591262,6956354896,775102639,4207620719,14121238383,,,2417220440,1985434304,1405145221,454623411,1243192544,302080060,96415716,9696666134,12580279206,6975452864,6765994014,8924611734,36080748,2399334970,921551715,12215300460,3659051373,972561468,887786160,3320912308,288670847,750607641,5482346780
19-09-22,1140001121,2112373230,1985645229,143784657,959197790,585938609,3071432148,289367020,159137444,605429233,7309778829,5884314930,806907203,6162728327,265468580,166441018,273428852,6575099643,658295426,2713665096,5554552746,2113172584,2247172724,1418548345,2349591262,6956354896,775102639,4207620719,14121238383,,,2417220440,1985434304,1405145221,454623411,1243192544,302080060,96415716,9696666134,12580279206,6975452864,6765994014,8924611734,36080748,2399334970,921551715,12215300460,3659051373,972561468,887786160,3320912308,288670847,750607641,5482346780
30-09-22,1140001121,2112373230,1985645229,143784657,959197790,585938609,3072321111,283679761,1592815460,605429233,7309778829,5955519312,807001603,6162728327,265468580,166466613,273455720,6575099643,658379936,2713665096,5569959026,2149104560,2247175109,1418548345,2349591262,6967876747,775243464,4207827539,14121238383,12399178701,,2417220440,1985738328,1405191199,454674567,1243192544,302080060,96415716,9696666134,12580279206,6975452864,6765994014,8924611734,36080748,2399334970,921551715,12215300460,3659051373,973159400,887786160,3321175244,288671933,750607641,5485541640
19-10-22,1140001121,2160138945,1985645229,143784657,959197790,585938609,3072321111,283679761,1592815460,605429233,7309778829,5955519312,807001603,6162728327,265468580,166466613,273455720,6575099643,658379936,2713665096,5569959026,2149104560,2247175109,1418548345,2349591262,6967876747,775243464,4207827539,14121238383,12399178701,,2417220440,1985738328,1405191199,454674567,1243192544,302080060,96415716,9696666134,12580279206,6975452864,6765994014,8924611734,36080748,2399334970,921551715,12215300460,3659051373,973159400,887786160,3321175244,288671933,750607641,5485541640
31-12-22,1140001121,2160138945,1985645229,143784657,959197790,585938609,3074956918,282957358,1592815460,605429233,7309778829,5956708229,807139168,6162728327,265468580,166523639,273478020,6575099643,658401686,2713665096,5576755396,2149175005,2247194585,1418548345,2349591262,6977024286,775415044,4186086843,14121238383,12412309001,,2417220440,1986085599,1405364127,454760600,1243192544,302080060,96415716,9696666134,12580279206,6975452864,6765994014,8924611734,36080748,2399334970,929011650,12223453300,3659051373,973778933,887786160,3321290234,288677471,750607641,5486762666
18-03-23,1140001121,2160138945,1985645229,143784657,959197790,585938609,3074956918,282957358,1592815460,605429233,7309778829,5956708229,807139168,6162728327,265468580,166523639,273478020,6575099643,658401686,2713665096,5576755396,2149175005,2247194585,1418548345,2349591262,6977024286,775415044,4186086843,14121238383,12412309001,,2417220440,1986085599,1405364127,454760600,1243192544,302080060,96415716,9696666134,12580279206,6975452864,6765994014,8924611734,36080748,2399334970,929011650,12223453300,3659051373,973778933,887786160,3321290234,288677471,750607641,5486762666
31-03-23,1140001121,2160138945,1985843229,143784657,959197790,585938609,3076852012,282957358,1592815460,605429233,7309778829,5967422312,807150593,6162728327,265468580,166527876,273481570,6575099643,658432126,2713665096,5579742786,2149396132,2247194585,1418548345,2349591262,6982815731,775895198,4148560044,14121238383,12428017741,,2417220440,1986556582,1405482190,454981335,1243528831,302080060,96415716,9696666134,12580279206,6975452864,6766094014,8924611934,36080748,2399334970,929011650,12221537000,3659051373,974147475,887786160,3321344325,288686345,750607641,5487917741
30-06-23,1140001121,2160138945,1985645229,143784657,959197790,585938609,3079738904,282957358,1592815460,605918538,7309778829,5973548138,807224436,6162728327,265468580,166555501,273658460,6575099643,658432126,2713665096,5591798806,2149679456,2247194585,1418548345,2349591262,6996650422,839504367,4150192365,14121238383,12439467511,,2417220440,1987212073,1405572753,455080018,1243528831,302080060,96415716,9696666134,12580279206,6975452864,6766109014,8924611934,36080748,2399334970,929011650,12221537000,3659051373,974699464,887786160,3321490582,288686345,750607641,5488841993
