symbol,report_date,total_shares
Reliance Industries Limited,2024-11-01,13532372898
Reliance Industries Limited,2024-09-30,6766229014
Reliance Industries Limited,2024-03-31,6766109014
Reliance Industries Limited,2024-06-30,6766229014
Reliance Industries Limited,2023-09-30,6766109014
Reliance Industries Limited,2023-06-30,6766109014
Reliance Industries Limited,2023-03-31,6766094014
Reliance Industries Limited,2022-09-30,6765994014
Reliance Industries Limited,2022-12-31,6765994014
Reliance Industries Limited,2022-06-30,6765994014
Reliance Industries Limited,2022-03-31,6765994014
Reliance Industries Limited,2021-12-31,6765994014
Reliance Industries Limited,2020-06-30,6761844754
Reliance Industries Limited,2021-12-08,6765970014
Reliance Industries Limited,2021-09-30,6762070014
Reliance Industries Limited,2021-06-30,6762070014
Reliance Industries Limited,2021-03-31,6762068814
Reliance Industries Limited,2020-12-31,6762067614
Reliance Industries Limited,2020-09-30,6762037614
Reliance Industries Limited,2020-06-11,6761843669
Reliance Industries Limited,2020-03-31,6339267510
Reliance Industries Limited,2019-12-31,6339203530
Reliance Industries Limited,2019-03-31,6338693823
Reliance Industries Limited,2018-12-31,6338561852
Reliance Industries Limited,2019-09-30,6339123229
Reliance Industries Limited,2018-06-30,6336398954
Reliance Industries Limited,2019-06-30,6339038430
Reliance Industries Limited,2018-03-31,6334651022
Reliance Industries Limited,2018-09-30,6338440341
State Bank of India,2025-07-21,9230617586
State Bank of India,2025-09-30,9230617586
State Bank of India,2025-06-30,8924620034
State Bank of India,2024-12-31,8924620034
State Bank of India,2025-03-31,8924620034
State Bank of India,2024-06-30,8924612434
State Bank of India,2024-03-31,8924611934
State Bank of India,2024-09-30,8924620034
State Bank of India,2023-06-30,8924611934
State Bank of India,2023-12-31,8924611934
State Bank of India,2023-09-30,8924611934
State Bank of India,2022-09-30,8924611734
State Bank of India,2022-12-31,8924611734
State Bank of India,2023-03-31,8924611934
State Bank of India,2022-06-30,8924611734
State Bank of India,2022-03-31,8924611534
State Bank of India,2021-12-31,8924611534
State Bank of India,2021-09-30,8924611534
State Bank of India,2021-06-30,8924611534
State Bank of India,2021-03-31,8924611534
State Bank of India,2019-06-30,8924611534
State Bank of India,2019-09-30,8924611534
State Bank of India,2020-12-31,8924611534
State Bank of India,2020-06-30,8924611534
State Bank of India,2020-09-30,8924611534
State Bank of India,2018-12-31,8924587534
State Bank of India,2020-03-31,8924611534
State Bank of India,2019-12-31,8924611534
State Bank of India,2019-03-31,8924611534
State Bank of India,2018-09-30,8924587534
State Bank of India,2018-06-30,8924587534
SHREE CEMENT LIMITED,2025-09-30,36080748
SHREE CEMENT LIMITED,2025-06-30,36080748
SHREE CEMENT LIMITED,2024-06-30,36080748
SHREE CEMENT LIMITED,2023-12-31,36080748
SHREE CEMENT LIMITED,2024-12-31,36080748
SHREE CEMENT LIMITED,2025-03-31,36080748
SHREE CEMENT LIMITED,2024-09-30,36080748
SHREE CEMENT LIMITED,2024-03-31,36080748
SHREE CEMENT LIMITED,2023-09-30,36080748
SHREE CEMENT LIMITED,2023-06-30,36080748
SHREE CEMENT LIMITED,2023-03-31,36080748
SHREE CEMENT LIMITED,2022-12-31,36080748
SHREE CEMENT LIMITED,2022-09-30,36080748
SHREE CEMENT LIMITED,2022-06-30,36080748
SHREE CEMENT LIMITED,2021-12-31,36080748
SHREE CEMENT LIMITED,2022-03-31,36080748
SHREE CEMENT LIMITED,2021-03-31,36080748
SHREE CEMENT LIMITED,2020-09-30,36080748
SHREE CEMENT LIMITED,2021-09-30,36080748
SHREE CEMENT LIMITED,2020-12-31,36080748
SHREE CEMENT LIMITED,2021-06-30,36080748
SHREE CEMENT LIMITED,2020-03-31,36080748
SHREE CEMENT LIMITED,2019-12-31,36080748
SHREE CEMENT LIMITED,2020-06-30,36080748
SHREE CEMENT LIMITED,2019-09-30,34837225
SHREE CEMENT LIMITED,2019-11-23,36080748
SHREE CEMENT LIMITED,2019-06-30,34837225
SHREE CEMENT LIMITED,2019-03-31,34837225
SHREE CEMENT LIMITED,2018-12-31,34837225
SHREE CEMENT LIMITED,2018-06-30,34837225
SHREE CEMENT LIMITED,2018-09-30,34837225
SHREE CEMENT LIMITED,2018-03-31,34837225
Sun Pharmaceutical Industries Limited,2025-09-30,2399334970
Sun Pharmaceutical Industries Limited,2025-06-30,2399334970
Sun Pharmaceutical Industries Limited,2024-06-30,2399334970
Sun Pharmaceutical Industries Limited,2024-09-30,2399334970
Sun Pharmaceutical Industries Limited,2024-03-31,2399334970
Sun Pharmaceutical Industries Limited,2025-03-31,2399334970
Sun Pharmaceutical Industries Limited,2024-12-31,2399334970
Sun Pharmaceutical Industries Limited,2023-12-31,2399334970
Sun Pharmaceutical Industries Limited,2023-09-30,2399334970
Sun Pharmaceutical Industries Limited,2023-06-30,2399334970
Sun Pharmaceutical Industries Limited,2023-03-31,2399334970
Sun Pharmaceutical Industries Limited,2022-12-31,2399334970
Sun Pharmaceutical Industries Limited,2022-06-30,2399334970
Sun Pharmaceutical Industries Limited,2022-03-31,2399334970
Sun Pharmaceutical Industries Limited,2022-09-30,2399334970
Sun Pharmaceutical Industries Limited,2021-12-31,2399334970
Sun Pharmaceutical Industries Limited,2021-09-30,2399334970
Sun Pharmaceutical Industries Limited,2021-06-30,2399334970
Sun Pharmaceutical Industries Limited,2021-03-31,2399334970
Sun Pharmaceutical Industries Limited,2020-12-31,2399334970
Sun Pharmaceutical Industries Limited,2020-06-30,2399334970
Sun Pharmaceutical Industries Limited,2020-03-31,2399334970
Sun Pharmaceutical Industries Limited,2019-12-31,2399334970
Sun Pharmaceutical Industries Limited,2020-09-30,2399334970
Sun Pharmaceutical Industries Limited,2019-09-30,2399334970
Sun Pharmaceutical Industries Limited,2019-06-30,2399334970
Sun Pharmaceutical Industries Limited,2018-12-31,2399328274
Sun Pharmaceutical Industries Limited,2019-03-31,2399334970
Sun Pharmaceutical Industries Limited,2018-09-30,2399324674
Sun Pharmaceutical Industries Limited,2018-06-30,2399324494
Sun Pharmaceutical Industries Limited,2018-03-31,2399323180
TATA CONSUMER PRODUCTS LIMITED,2025-03-31,989498558
TATA CONSUMER PRODUCTS LIMITED,2024-09-30,989403547
TATA CONSUMER PRODUCTS LIMITED,2024-12-31,989458618
TATA CONSUMER PRODUCTS LIMITED,2024-06-30,952834816
TATA CONSUMER PRODUCTS LIMITED,2024-08-23,989403547
TATA CONSUMER PRODUCTS LIMITED,2024-03-31,952834816
TATA CONSUMER PRODUCTS LIMITED,2024-01-19,952834816
TATA CONSUMER PRODUCTS LIMITED,2023-12-31,929011650
TATA CONSUMER PRODUCTS LIMITED,2025-09-30,989541732
TATA CONSUMER PRODUCTS LIMITED,2023-06-30,929011650
TATA CONSUMER PRODUCTS LIMITED,2023-03-31,929011650
TATA CONSUMER PRODUCTS LIMITED,2023-09-30,929011650
TATA CONSUMER PRODUCTS LIMITED,2025-06-30,989533750
TATA CONSUMER PRODUCTS LIMITED,2022-12-31,929011650
TATA CONSUMER PRODUCTS LIMITED,2022-06-30,921551715
TATA CONSUMER PRODUCTS LIMITED,2022-03-31,921551715
TATA CONSUMER PRODUCTS LIMITED,2021-12-31,921551715
TATA CONSUMER PRODUCTS LIMITED,2022-09-30,921551715
TATA CONSUMER PRODUCTS LIMITED,2021-09-30,921551715
TATA CONSUMER PRODUCTS LIMITED,2021-03-31,921551715
TATA CONSUMER PRODUCTS LIMITED,2020-12-31,921551715
TATA CONSUMER PRODUCTS LIMITED,2020-03-31,921551715
TATA CONSUMER PRODUCTS LIMITED,2020-09-30,921551715
TATA CONSUMER PRODUCTS LIMITED,2019-03-31,631129729
TATA CONSUMER PRODUCTS LIMITED,2020-03-11,921551715
TATA CONSUMER PRODUCTS LIMITED,2019-06-30,631129729
TATA CONSUMER PRODUCTS LIMITED,2019-12-31,631129729
TATA CONSUMER PRODUCTS LIMITED,2019-09-30,631129729
TATA CONSUMER PRODUCTS LIMITED,2018-09-30,631129729
TATA CONSUMER PRODUCTS LIMITED,2018-12-31,631129729
TATA CONSUMER PRODUCTS LIMITED,2018-06-30,631129729
TATA CONSUMER PRODUCTS LIMITED,2018-03-31,631129729
Tata Steel Limited,2025-03-31,12483531541
Tata Steel Limited,2024-12-31,12483531541
Tata Steel Limited,2024-09-30,12483531541
Tata Steel Limited,2024-06-30,12483531541
Tata Steel Limited,2024-01-21,12383830302
Tata Steel Limited,2024-03-31,12483531541
Tata Steel Limited,2024-02-08,12483531541
Tata Steel Limited,2023-12-31,12297337309
Tata Steel Limited,2023-11-22,12297337309
Tata Steel Limited,2025-06-30,12483531541
Tata Steel Limited,2023-09-30,12221537000
Tata Steel Limited,2025-09-30,12483531541
Tata Steel Limited,2023-06-30,12221537000
Tata Steel Limited,2023-03-18,12223453300
Tata Steel Limited,2023-03-31,12221537000
Tata Steel Limited,2022-08-10,12215300460
Tata Steel Limited,2022-09-30,12215300460
Tata Steel Limited,2022-06-30,1221530046
Tata Steel Limited,2022-12-31,12223453300
Tata Steel Limited,2022-03-14,1221530046
Tata Steel Limited,2022-03-31,1221530046
Tata Steel Limited,2021-12-31,1221543546
Tata Steel Limited,2021-12-27,1221543546
Tata Steel Limited,2021-09-30,1204126999
Tata Steel Limited,2021-10-30,1204126999
Tata Steel Limited,2021-08-01,1204126999
Tata Steel Limited,2021-06-30,1204126999
Tata Steel Limited,2020-12-31,1204126999
Tata Steel Limited,2021-05-15,1204126999
Tata Steel Limited,2021-03-31,1204126999
Tata Steel Limited,2021-04-23,1204126999
Tata Steel Limited,2021-03-24,1204126999
Tata Steel Limited,2020-09-30,1204126999
Tata Steel Limited,2020-06-30,1204126999
Tata Steel Limited,2020-03-31,1204126999
Tata Steel Limited,2019-12-31,1204126999
Tata Steel Limited,2019-09-30,1204126385
Tata Steel Limited,2019-06-30,1204126385
Tata Steel Limited,2019-03-31,1204126385
Tata Steel Limited,2018-12-31,1204125710
Tata Steel Limited,2018-06-30,1204119440
Tata Steel Limited,2018-09-30,1204119926
Tata Steel Limited,2018-03-31,1204119440
Tata Consultancy Services Limited,2024-09-30,3618087518
Tata Consultancy Services Limited,2024-12-31,3618087518
Tata Consultancy Services Limited,2025-03-31,3618087518
Tata Consultancy Services Limited,2024-03-31,3618087518
Tata Consultancy Services Limited,2023-09-30,3659051373
Tata Consultancy Services Limited,2023-12-31,3618087518
Tata Consultancy Services Limited,2024-06-30,3618087518
Tata Consultancy Services Limited,2023-06-30,3659051373
Tata Consultancy Services Limited,2023-03-31,3659051373
Tata Consultancy Services Limited,2025-09-30,3618087518
Tata Consultancy Services Limited,2025-06-30,3618087518
Tata Consultancy Services Limited,2022-06-30,3659051373
Tata Consultancy Services Limited,2022-03-31,3659051373
Tata Consultancy Services Limited,2021-12-31,3699051373
Tata Consultancy Services Limited,2021-06-30,3699051373
Tata Consultancy Services Limited,2021-09-30,3699051373
Tata Consultancy Services Limited,2022-09-30,3659051373
Tata Consultancy Services Limited,2022-12-31,3659051373
Tata Consultancy Services Limited,2021-03-31,3699051373
Tata Consultancy Services Limited,2020-12-31,3752384706
Tata Consultancy Services Limited,2020-09-30,3752384706
Tata Consultancy Services Limited,2020-06-30,3752384706
Tata Consultancy Services Limited,2019-12-31,3752384706
Tata Consultancy Services Limited,2020-03-31,3752384706
Tata Consultancy Services Limited,2019-09-30,3752384706
Tata Consultancy Services Limited,2019-06-30,3752384706
Tata Consultancy Services Limited,2018-12-31,3752384706
Tata Consultancy Services Limited,2018-06-30,3828575182
Tata Consultancy Services Limited,2019-03-31,3752384706
Tata Consultancy Services Limited,2018-09-30,3752384706
Tata Consultancy Services Limited,2018-03-31,1914287591
Tech Mahindra Limited,2025-03-31,978993712
Tech Mahindra Limited,2025-09-30,979562303
Tech Mahindra Limited,2025-06-30,979207885
Tech Mahindra Limited,2024-09-30,978349548
Tech Mahindra Limited,2024-12-31,978787074
Tech Mahindra Limited,2024-06-30,977882361
Tech Mahindra Limited,2023-12-31,976164397
Tech Mahindra Limited,2023-09-30,975504105
Tech Mahindra Limited,2023-06-30,974699464
Tech Mahindra Limited,2024-03-31,976758523
Tech Mahindra Limited,2023-03-31,974147475
Tech Mahindra Limited,2022-12-31,973778933
Tech Mahindra Limited,2022-09-30,973159400
Tech Mahindra Limited,2022-06-30,972561468
Tech Mahindra Limited,2022-03-31,971833479
Tech Mahindra Limited,2021-12-31,970589953
Tech Mahindra Limited,2020-09-30,966598935
Tech Mahindra Limited,2021-09-30,969714371
Tech Mahindra Limited,2020-12-31,967423190
Tech Mahindra Limited,2021-06-30,968988701
Tech Mahindra Limited,2021-03-31,968260067
Tech Mahindra Limited,2020-06-30,966177667
Tech Mahindra Limited,2020-03-31,965852364
Tech Mahindra Limited,2019-12-31,965312635
Tech Mahindra Limited,2019-09-30,964844109
Tech Mahindra Limited,2019-06-30,964352304
Tech Mahindra Limited,2019-03-31,983362470
Tech Mahindra Limited,2018-12-31,981249832
Tech Mahindra Limited,2018-09-30,980798811
Tech Mahindra Limited,2018-03-31,979733808
Titan Company Limited,2025-09-30,887786160
Titan Company Limited,2025-03-31,887786160
Titan Company Limited,2024-12-31,887786160
Titan Company Limited,2024-06-30,887786160
Titan Company Limited,2024-09-30,887786160
Titan Company Limited,2023-12-31,887786160
Titan Company Limited,2024-03-31,887786160
Titan Company Limited,2023-09-30,887786160
Titan Company Limited,2023-06-30,887786160
Titan Company Limited,2023-03-31,887786160
Titan Company Limited,2022-12-31,887786160
Titan Company Limited,2025-06-30,887786160
Titan Company Limited,2022-06-30,887786160
Titan Company Limited,2021-12-31,887786160
Titan Company Limited,2021-06-30,887786160
Titan Company Limited,2022-03-31,887786160
Titan Company Limited,2021-09-30,887786160
Titan Company Limited,2020-12-31,887786160
Titan Company Limited,2022-09-30,887786160
Titan Company Limited,2021-03-31,887786160
Titan Company Limited,2020-09-30,887786160
Titan Company Limited,2020-06-30,887786160
Titan Company Limited,2019-12-31,887786160
Titan Company Limited,2020-03-31,887786160
Titan Company Limited,2019-09-30,887786160
Titan Company Limited,2019-06-30,887786160
Titan Company Limited,2018-12-31,887786160
Titan Company Limited,2019-03-31,887786160
Titan Company Limited,2018-09-30,887786160
Titan Company Limited,2018-03-31,887786160
Titan Company Limited,2018-06-30,887786160
Tata Motors Passenger Vehicles Limited,2025-03-31,3681348742
Tata Motors Passenger Vehicles Limited,2024-12-31,3681124896
Tata Motors Passenger Vehicles Limited,2024-09-30,3680884120
Tata Motors Passenger Vehicles Limited,2024-09-10,3680610556
Tata Motors Passenger Vehicles Limited,2025-06-30,3681462325
Tata Motors Passenger Vehicles Limited,2024-06-30,3323978912
Tata Motors Passenger Vehicles Limited,2023-12-31,3322847115
Tata Motors Passenger Vehicles Limited,2024-03-31,3323739001
Tata Motors Passenger Vehicles Limited,2023-09-30,3322317000
Tata Motors Passenger Vehicles Limited,2023-06-30,3321490582
Tata Motors Passenger Vehicles Limited,2023-03-31,3321344325
Tata Motors Passenger Vehicles Limited,2022-12-31,3321290234
Tata Motors Passenger Vehicles Limited,2022-09-30,3321175244
Tata Motors Passenger Vehicles Limited,2025-09-30,3682274653
Tata Motors Passenger Vehicles Limited,2022-06-30,3320912308
Tata Motors Passenger Vehicles Limited,2021-12-31,3320552265
Tata Motors Passenger Vehicles Limited,2022-03-31,3320662007
Tata Motors Passenger Vehicles Limited,2021-09-30,3320307765
Tata Motors Passenger Vehicles Limited,2021-06-30,3320307765
Tata Motors Passenger Vehicles Limited,2021-02-06,3320307765
Tata Motors Passenger Vehicles Limited,2021-03-31,3320307765
Tata Motors Passenger Vehicles Limited,2020-12-31,3088973894
Tata Motors Passenger Vehicles Limited,2020-09-30,3088973894
Tata Motors Passenger Vehicles Limited,2020-03-31,3088973894
Tata Motors Passenger Vehicles Limited,2020-06-30,3088973894
Tata Motors Passenger Vehicles Limited,2019-12-31,3088972101
Tata Motors Passenger Vehicles Limited,2019-12-12,3088972101
Tata Motors Passenger Vehicles Limited,2019-09-30,2887348694
Tata Motors Passenger Vehicles Limited,2019-06-30,2887348694
Tata Motors Passenger Vehicles Limited,2019-03-31,2887348694
Tata Motors Passenger Vehicles Limited,2018-09-30,2887348694
Tata Motors Passenger Vehicles Limited,2018-12-31,2887348694
Tata Motors Passenger Vehicles Limited,2018-06-30,2887348694
Tata Motors Passenger Vehicles Limited,2018-03-31,2887348694
UltraTech Cement Limited,2025-06-30,294679171
UltraTech Cement Limited,2025-03-31,294677410
UltraTech Cement Limited,2025-09-30,294679171
UltraTech Cement Limited,2024-12-31,288700060
UltraTech Cement Limited,2024-09-30,288697318
UltraTech Cement Limited,2024-06-30,288697318
UltraTech Cement Limited,2023-06-30,288686345
UltraTech Cement Limited,2024-03-31,288692005
UltraTech Cement Limited,2023-09-30,288686345
UltraTech Cement Limited,2023-12-31,288686674
UltraTech Cement Limited,2022-12-31,288677471
UltraTech Cement Limited,2023-03-31,288686345
UltraTech Cement Limited,2022-06-30,288670847
UltraTech Cement Limited,2022-09-30,288671933
UltraTech Cement Limited,2022-03-31,288670847
UltraTech Cement Limited,2021-12-31,288664987
UltraTech Cement Limited,2021-09-30,288659566
UltraTech Cement Limited,2021-06-30,288654448
UltraTech Cement Limited,2020-09-30,288626076
UltraTech Cement Limited,2021-03-31,288653398
UltraTech Cement Limited,2020-12-31,288636906
UltraTech Cement Limited,2020-03-31,288625105
UltraTech Cement Limited,2019-09-30,274650508
UltraTech Cement Limited,2019-06-30,274649850
UltraTech Cement Limited,2019-10-16,288613666
UltraTech Cement Limited,2019-12-31,288618016
UltraTech Cement Limited,2019-03-31,274642720
UltraTech Cement Limited,2018-12-31,274635762
UltraTech Cement Limited,2018-09-30,274625869
UltraTech Cement Limited,2018-06-30,274619071
UltraTech Cement Limited,2018-03-31,274613985
UPL Limited,2025-09-30,844433596
UPL Limited,2025-03-31,844433596
UPL Limited,2025-01-27,844433596
UPL Limited,2024-12-31,844400270
UPL Limited,2025-06-30,844433596
UPL Limited,2024-09-30,750607641
UPL Limited,2024-12-27,844400270
UPL Limited,2024-06-30,750607641
UPL Limited,2024-03-31,750607641
UPL Limited,2023-12-31,750607641
UPL Limited,2023-06-30,750607641
UPL Limited,2023-09-30,750607641
UPL Limited,2022-06-30,750607641
UPL Limited,2022-03-31,764045456
UPL Limited,2021-09-30,764045456
UPL Limited,2022-12-31,750607641
UPL Limited,2022-09-30,750607641
UPL Limited,2023-03-31,750607641
UPL Limited,2021-03-31,764045456
UPL Limited,2021-06-30,764045456
UPL Limited,2020-12-31,764045456
UPL Limited,2020-09-30,764045456
UPL Limited,2020-06-30,764045456
UPL Limited,2020-03-31,764045456
UPL Limited,2019-03-31,509342670
UPL Limited,2018-06-30,509342670
UPL Limited,2019-12-31,764045456
UPL Limited,2018-03-31,509333081
UPL Limited,2019-07-03,764014005
UPL Limited,2018-09-30,509342670
UPL Limited,2018-12-31,509342670
UPL Limited,2019-06-30,509342670
UPL Limited,2019-09-30,764022956
Wipro Limited,2025-09-30,10483772400
Wipro Limited,2025-06-30,10482318130
Wipro Limited,2024-11-08,5231754495
Wipro Limited,2025-03-31,10472136049
Wipro Limited,2024-12-10,10464188804
Wipro Limited,2025-06-13,10481700300
Wipro Limited,2024-12-31,10469234681
Wipro Limited,2024-06-30,5230164205
Wipro Limited,2024-09-30,5231382705
Wipro Limited,2024-03-31,5225138246
Wipro Limited,2024-01-30,5224402361
Wipro Limited,2023-12-31,5224235632
Wipro Limited,2023-09-30,5221800302
Wipro Limited,2023-03-31,5487917741
Wipro Limited,2022-06-30,5482346780
Wipro Limited,2022-03-31,5482070115
Wipro Limited,2023-06-30,5488841993
Wipro Limited,2022-12-31,5486762666
Wipro Limited,2022-09-30,5485541640
Wipro Limited,2021-06-30,5479239889
Wipro Limited,2021-09-30,5480819197
Wipro Limited,2021-12-31,5481283211
Wipro Limited,2021-01-19,5477838089
Wipro Limited,2021-03-31,5479138555
Wipro Limited,2020-12-31,5715338089
Wipro Limited,2020-09-30,5714950888
Wipro Limited,2019-12-31,5713022469
Wipro Limited,2019-09-30,5712906868
Wipro Limited,2020-03-31,5713357390
Wipro Limited,2020-06-30,5714438884
Wipro Limited,2019-09-09,5712282652
Wipro Limited,2019-06-30,6035359575
Wipro Limited,2019-03-08,6033876721
Wipro Limited,2019-03-31,6033935388
Wipro Limited,2018-09-30,4524079523
Wipro Limited,2018-12-31,4525022173
Wipro Limited,2018-03-31,4523784491
Wipro Limited,2018-06-30,4523995447
