,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31,2024-03-31,2024-06-30,2024-09-30,2024-12-31,2025-03-31,2025-06-30,2025-09-30,2025-12-31
ADANIENT,,,,,,,,,,,,,0.017930084232185412,0.024376314662578186,0.021151438752165495,0.024439514582067858,0.028679475452450177,0.03518268969863201,0.0488940856657564,0.05171618515156387,0.024862398982777482,0.03072486242898646,0.029839775331855518,0.03202692978140101,0.03443868609355312,0.032213439014780514,0.029230572273032097,0.023826304883514986,,,,
ADANIPORTS,,,,,,,,,,,,,0.021957231006887543,,,,,0.01958379146468458,,,,,,,0.027164434312601883,,,,,,,
ASIANPAINT,0.03324933707588955,0.03174755840885755,0.030020417075504457,0.0326765278301446,0.033333249157297344,0.028580737550787754,0.03570994218973455,0.033989542874186145,0.04104375565860277,0.03511425737307236,0.03726942404758586,0.04250338602336175,0.03698226853054313,0.04076132212763526,0.03935072796128639,0.04076101191138979,0.03694935417814562,0.03539310330418137,0.03865587198778676,0.03388058344915202,0.03210884873632761,0.0356447905917244,0.03218370903967898,0.031557440699068746,,,,,,,,
AXISBANK,0.04296186953660417,0.03619843691281392,0.04019608404661808,0.04157125890465044,0.0490179583507732,0.04860952455447654,0.04273287329424064,0.044132940763522026,0.02859240008738793,0.02592364651239143,0.026444736320669977,0.03162702792596678,0.03372765963355801,0.03366666195457482,0.03072272286324884,0.026995841667204312,0.030171322383550664,0.027487437213625558,0.02792304878569179,0.03371741327957365,0.03287001956829269,0.034279565162693634,0.0346189689195496,0.0334991012097588,0.03051981274357304,0.03473597849130848,0.031154772378929777,0.02689410585574652,0.02819426427197877,0.02804735831826936,0.027497483503033174,0.028319125198171657
BAJAJFINSV,,,,,,,,,,,,,,,,,,,0.03317084190611841,0.028981018550470136,0.025128029309095284,0.02747632526974379,0.02664205208539573,,,,,,0.02648389166906408,0.0247966120703025,0.025106068579535897,0.02426317256908606
BAJFINANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04392808613803104,0.04867666768418275,0.046586272911004825
BHARTIARTL,0.04541286775081927,0.0366345365395258,0.030216813708869056,0.028765790856245674,0.028417173947819382,0.03923316921781295,0.04001199391762161,0.046602545957807516,0.06173226209056603,0.06622997999295661,0.045021429152987395,0.04460276664485269,0.043199725186220964,0.04081980252972566,0.048487543610205255,0.05121493343194729,0.05629885733991272,0.055591593012497664,0.05812442839973088,0.05550210315944798,0.05474585295617198,0.058241636138715996,0.05947267414227885,0.060457896050350096,0.06929955219801036,0.07709009727083262,0.08440285267390345,0.07830076273330099,0.08661057796768877,0.09167854961839542,0.08965070654207953,0.09410826659712085
BRITANNIA,,,,,,,,,,,0.017244437994953486,,,,,,,,,,,,,,,,,,,,,
COALINDIA,0.030630401847568992,0.024067831382159684,0.022410728210327784,0.021344901194402046,0.019936425728116196,0.02014539406055404,,,,,,,,,,,,,,,,,,,,,,,,,,
DIVISLAB,,,,,,,,,,,,0.016541670971040347,,,,,,,,,,,,,,,,,,,,
HCLTECH,,,,,,,,0.02599010899627755,0.02580487650794026,0.027820572984967304,0.03674195627870771,0.035207696546370626,0.034802954230401806,0.03296212634049525,0.038415883938535574,0.03962051080830715,0.03509559695237218,0.03247735199418135,0.027708244820133756,0.029553342489531186,0.03299711713009381,0.033277976082636364,0.03350420226713469,0.03652178952548215,0.03712841609572413,0.033476886490095135,0.03816291222750658,0.040942767932704016,0.03476712387817442,0.03485391661558351,0.029202423874062786,0.03180836127480963
HDFCBANK,0.037760008722959426,0.03577233352749625,0.032831059984687785,0.03554590018022351,0.03614726785030719,0.03640936396636455,0.07066661941589135,0.0687700118779372,0.0600913370276175,0.06286592319658596,0.05744991138135584,0.06263894480688198,0.06180865870225812,0.05803523318464236,0.05513131608602626,0.050789822392134906,0.05028884828689029,0.05084348988559149,0.04734480334070712,0.05144061283085832,0.05391594550931097,0.052331337977790285,0.06112655197381637,0.06233909458943282,0.05062981426577106,0.056237121466844064,0.05334171692062158,0.05463776331526029,0.057056807279704816,0.05766030907522309,0.056990600834690965,0.0556647819226411
HDFCLIFE,0.02953755350788709,0.024975571380822605,,,,0.021277501681465978,0.026545974808337716,0.02594157949859058,0.023560949290018594,0.02476700140071047,0.022737069825311425,0.02250879525231707,0.02196448815400152,,,,,,,,,,,,,,,,,,,
HINDUNILVR,0.08375982491727552,0.08747361275965872,0.0792564249887351,0.0922339562494845,0.0798613777699884,0.0802732059295262,0.08570689697391683,0.07840147994192992,0.1207193672645931,0.10570893925827642,0.0907322089351044,0.08653610331242739,0.08327091425008551,0.07927116836590768,0.07716908795325576,0.0673042233237998,0.05816803520258579,0.06953840503043905,0.0740318088824654,0.06705930889827978,0.07104096846787565,0.06786254876195545,0.05999717287853357,0.05938298894219457,0.048365911457185856,0.050184928871791754,0.05519062124770011,0.043846302209925726,0.04308171904080674,0.040377730296338704,0.04590512756045718,0.041929590565717226
ICICIBANK,0.05662812602704655,0.047207303197985724,0.04866333866261237,0.05871884211433677,0.06115370067121042,0.06279248893098717,0.060210582883293125,0.07027683941139688,0.054415648519418346,0.049934896084544156,0.04835237461847603,0.059733555800677775,0.061715232936060405,0.062281454226080266,0.06187002673757713,0.06492119607877812,0.06382940249408935,0.06734483059395195,0.07284661312511613,0.07141464385990413,0.07458214875576076,0.07211907051491463,0.07118493715845821,0.06788896615949254,0.07144011878293278,0.07389739324786265,0.07281888563006446,0.07333660063007676,0.07878059138049409,0.07712778486408375,0.07518351686942593,0.07187889620337519
INDUSINDBK,0.0338706232016934,0.030800945080909685,0.025041115626781,0.024268481477669926,0.025881448749306275,,0.020574219178785044,0.021063507577433638,,,,,,,,,,,,,,,,,,,,,,,,
INFY,0.032724133539412996,0.032607050342853085,0.06734471033885976,0.06285279027978752,0.06610132127192475,0.0615624241179659,0.06469219428112584,0.05576078169041754,0.06302971298971713,0.061929308423480635,0.07643484854262769,0.07873369903866047,0.08132972244942778,0.08830001979167627,0.08227121501917266,0.09281655008360835,0.09337422864293145,0.07875230412264433,0.06706104613340813,0.06817582719685868,0.06778632713813758,0.05822311762963808,0.06009973322474029,0.059507044587810254,0.055368231977011,0.05558952803423395,0.06118268672895042,0.061928898630081296,0.05237933786401098,0.049470733799881046,0.04620090562052521,0.04589262978165011
ITC,,,,,,,,,,,,,,,,,,,0.046178105895769685,0.04370749861355185,0.05448611363316443,0.059430978446834384,0.0563044053902601,0.053262546384539394,0.04803896858817046,0.04563006581260972,0.051250439265837736,0.047778601485156,0.04162434593475572,0.039337469036687236,0.039352751296215495,0.03754511125328223
JSWSTEEL,,,,,,,,,,,,,,0.02306482700996522,0.020265369045715662,0.01973811761552353,0.02195054916116415,,,,,,,,,,,,,,,
KOTAKBANK,0.06546605205909319,0.07065599645134103,0.05558173926515443,0.06258851484186916,0.06252618734811319,0.06477228979111446,0.06950433757284878,0.06680713331598973,0.06629005545499254,0.060813383067462805,0.05107895077035949,0.06580591026359171,0.054836345748935804,0.04964177698089393,0.05200376851476798,0.04623516472379476,0.04496917990950307,0.04637203494708404,0.044760155391816644,0.042598660083845455,0.04281839172008251,0.04134537808948139,0.03735706589617166,0.03734975371344532,0.03349383946312872,0.031814198509891305,0.03011888734781646,0.0289710124977407,0.03564689426886489,0.03243292079751051,0.031032937474456103,0.03040043340805485
LT,0.0537004425757542,0.04399619056144005,0.04109708878891931,0.04751780817105549,0.04290224946069275,0.045182444699576885,0.04183790206490948,0.03456276876305695,0.028123151643303937,0.02773554975578017,0.024081164652187518,0.02868792756720294,0.029975061233874747,0.02947880552106656,0.030127640518676866,0.0332879627277215,0.030905841052833633,0.029654199581273806,0.031364901226917055,0.03354667074616463,0.036887484791603094,0.03822386107835137,0.04433695459605513,0.047025398024777385,0.048104538109174706,0.04301083860186962,0.040962888061122416,0.04014698295330916,0.039336940912691264,0.03809333700043446,0.03940587497439727,0.04047940545066623
M&M,,0.02877609957055365,0.02572172751687694,0.024563381535807827,,,,,,,,,,,,,,,,,,,,,,0.03123942750239367,0.031233884058029564,0.030300143707528544,0.027187260268002427,0.029640655895131436,0.03337376007461655,0.03380854877758807
MARUTI,0.08189863029375347,0.068688630392902,0.05334067710142094,0.05542965528116065,0.04582334728348458,0.042672179569997706,0.04282098538055127,0.04406708393990744,0.03303661777763365,0.038002104568139086,0.03989711329299165,0.037030238688129644,0.031476685950179654,0.03207246292164615,0.02806028202362596,0.028180228830563182,0.028567588253095855,0.03483115021822792,0.03218019340566813,0.028988769306646164,0.03034347965019315,0.03244829905313271,0.0340935346101912,0.03133189332986734,0.03671916135572622,0.03299504336391537,0.0336846409705699,0.027586259632230322,0.029627949626672957,0.029112245609345475,0.03946641679938426,0.03624734656762468
NTPC,0.028384642499027817,,0.022040047370929097,,0.02536863108571552,0.02483052445656806,0.02028621917114931,,0.017675017674852484,,,,,,,,,,,,,,,0.028326524262659705,0.029579026212044723,0.031356741198728166,0.03403565034050823,0.025716876719784388,0.028140435788994965,,0.02563535035840932,
ONGC,0.04871699684551245,0.03654731540219264,0.03809406531979389,0.03295992511068373,0.03280370780383249,0.03317968385842691,0.025260478690730413,0.023153268086867518,,,,,,,,,0.021317025239465666,0.021452226263771648,,,,,,,0.029407187649233665,0.028303431974717373,0.028460830598343534,,0.024880680832094167,,,
RELIANCE,0.08138506581006776,0.07602627281846037,0.09095119006439689,0.08291760941966236,0.09410196821835146,0.08150832804836325,0.0839512816610953,0.08948655690443051,0.08479900169377405,0.11804086151115069,0.13999537519486202,0.10177683643256208,0.0973471399529907,0.09571590510738025,0.10172764535034656,0.09494690480626244,0.10517798679440585,0.11277179094377683,0.09127633216079525,0.09263301445970847,0.08983162254250361,0.08902552932928433,0.08547073374503533,0.08568028169111505,0.0943829478246615,0.09355900248060234,0.08140852291899259,0.1338123289354419,0.14208372870067246,0.15267019444785773,0.14455286513401744,0.15109136343060153
SBILIFE,,,,,,,,,0.017026332759731606,0.01809911291127902,,,,,,,,,,,,,,,,,,,,,,
SBIN,0.06780687709879345,0.05925776887074011,0.0560831299641457,0.06392984116714656,0.06448474141843598,0.0686446914203162,0.0495528157759348,0.05728110349992492,0.04352177331166052,0.03333485485455846,0.03119900858341676,0.037856740157460815,0.04754954398208152,0.05134942276542074,0.049409712308241184,0.049836610392312825,0.053187679750979586,0.05549664971260735,0.055662691036693336,0.060990750494053725,0.05515696483266491,0.055709450206028306,0.05589864474467166,0.05452854604375151,0.06122584248625233,0.06609270993686535,0.056393044418469845,0.056808282889278264,0.05580188160416348,0.05526270410542474,0.06306762669781565,0.06567076812536353
SHREECEM,,,,,,,,,,0.018483909463398354,,,,,,,,,,,,,,,,,,,,,,
SUNPHARMA,0.0364871347464281,0.035000776863255444,0.03586552581794155,0.025338430544920465,0.02618298024890567,0.020755694940028387,0.019540332200271435,0.020355741777816495,0.02151138772959021,0.024399550644141454,0.023302514864536734,0.022567260705937106,0.0217788136429221,0.022882706942996902,0.024748148035067197,0.025381945171559655,0.027551064159379312,0.027226809911424028,0.027476240176663523,0.027477026712942117,0.02879896535067838,0.027905060836290747,0.029629944754726897,0.02928961521708809,0.03631814670132537,0.03206871800718263,0.03746855313759491,0.03662625844290933,0.03429613628312507,0.030248447241175865,0.029956848253660396,0.03098993392023741
TCS,0.07513455347082967,0.1654923644186453,0.17757456301774596,0.15778099638254783,0.15632340746505655,0.164938255078738,0.1500619036035832,0.14818978618457254,0.16280777565607996,0.15730705998824165,0.1700038496274038,0.16045301122774658,0.166764774589659,0.1640663290743337,0.16521625606244475,0.1626436030966988,0.16053775681387286,0.15365912233589382,0.12477946612570905,0.12846203793647393,0.1370492268231156,0.12882724202284984,0.1325381753079554,0.12845595184263275,0.12665369394712175,0.12089437444353583,0.12179935010869197,0.11694403134472227,0.1061570506424711,0.09387744018613307,0.08153701649788947,0.08260642223299353
TITAN,,,,0.0211749253498655,0.024137233851885154,0.026699008791769282,0.02463454896692449,0.021560940860928808,0.021830215397186947,0.01876361561190901,0.02146092439076046,0.02290592904961004,0.02158820230815238,0.022322564922877357,0.02486204557863555,0.028785725519665645,0.028817214200736168,0.024006420427258222,0.028492808682303826,0.026894839394165086,0.027593230100887652,0.030290060747706914,0.03015072983389623,0.03200497027556209,0.031721669736797214,,,,,0.024654514693388446,,0.02498904785380783
ULTRACEMCO,0.034484858473582854,0.028073405117386357,0.027669553129679985,0.027820463108335386,0.025495622318783284,0.02793308933515981,0.02569789796905456,0.02360627807700633,0.024388361465332423,0.024725472396953843,0.023239308668941066,0.024831040532858187,0.029994493279574017,0.028049458281653603,0.02739526805275982,0.0279019566876686,0.024162993731635617,0.022334599338252954,0.022068312850748825,0.023259693386808916,0.02699686400126261,0.0266129096312409,0.02555003409959482,0.029563267669570164,,0.02961007527993941,0.027698288693314463,0.026774809470630965,0.027862381785568817,0.026728990190802614,0.028205051371144773,0.025720521956203432
WIPRO,,,,,,,,,,,0.017313392856760562,0.01745145905234406,,0.02088163728844992,0.021613901588245058,0.0241981761489916,,,,,,,,,,,,0.024820905730657553,,,,
